,Unnamed: 0,area/volume,h_range_max_koe,Tc,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_b,core_alpha,core_beta,core_gamma,shell_b,shell_alpha,shell_beta,shell_gamma,num_of_magn_ions,Tn-Tb/Tn,Aex,core_c/a,core,shell,formula,core_atomic_percent,core_pauling_electronegativity,shell_atomic_percent,shell,core_sum_vec,core_sum_work_function,shell_sum_vec,shell_sum_work_function
768,785,0.1972127268,40,597,438,52.5556,1360,0.117,40,0,0.002,1,0.2,1,1,4.14991646,80.77108604,83.79581901,83.79582072,2.481599734,60,60,60,0.2105263158,0.9530701754,45.10699226,1.200117733,Fe7O30,Mn,Fe0.7O3-Mn0.3,"{'Fe': 18.91891891891892, 'O': 81.08108108108108}",313.5405405,{'Mn': 100.0},155,637.8378378,88.91891892,700,410
769,786,0.02,50,130,10,4.45,5296.465,0.825,349.908,0,0,0,0,1,1,5.926290437,92.77243569,118.4125896,118.4125683,5.472539806,117.5959333,119.9996129,90.00006706,0.4166666667,0.8225806452,7.692683981,1.000005502,Cr2CuO4,Cr2O3,CuCr2O4-Cr2O3,"{'Cr': 28.57142857142857, 'Cu': 14.285714285714285, 'O': 57.14285714285714}",271.1428571,"{'Cr': 40.0, 'O': 60.0}",272.8,671.4285714,195,600,180
770,787,0.02,50,130,10,4.45,5914.996,1.11,886.911,0,0.223,1,3,1,1,5.926290437,92.77243569,118.4125896,118.4125683,5.472539806,117.5959333,119.9996129,90.00006706,0.4166666667,0.2258064516,7.692683981,1.000005502,Cr2CuO4,Cr2O3,CuCr2O4-Cr2O3,"{'Cr': 28.57142857142857, 'Cu': 14.285714285714285, 'O': 57.14285714285714}",271.1428571,"{'Cr': 40.0, 'O': 60.0}",272.8,671.4285714,195,600,180
771,788,0.5769230769,50,858,5,97,5400,77.35,178,0,0.35,1,3.04,0.805995977,1,5.142692,74.87633512,90,90,5.395434853,90.19955068,90.082587,77.76062345,0.4285714286,0.794,49.55306083,1.708366274,Fe3O4,Zn2Fe10Co3O20,Fe3O4-Zn0.4Co0.6Fe2O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Zn': 5.714285714285714, 'Fe': 28.57142857142857, 'Co': 8.571428571428571, 'O': 57.14285714285714}",264.9714286,685.7142857,201.4285714,648.5714286,177.1428571
772,789,0.5504587156,50,858,5,99,4400,70.45,65,0,3.31,1,2.08,0.805995977,1,5.142692,74.87633512,90,90,6.052976833,60.008175,60.008175,60.00816675,0.4285714286,0.841125,23.62473935,1.708366274,Fe3O4,ZnFe4CoO8,Fe3O4-Zn0.5Co0.5Fe2O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Zn': 7.142857142857142, 'Fe': 28.57142857142857, 'Co': 7.142857142857142, 'O': 57.14285714285714}",262.2857143,685.7142857,201.4285714,635.7142857,170
773,790,0.5714285714,50,858,5,97,3700,73.2,55,0,0.54,1,3.88,0.805995977,1,5.142692,74.87633512,90,90,5.551179513,96.19955068,96.082587,83.76062345,0.4285714286,0.808125,34.50782589,1.708366274,Fe3O4,Zn3Fe10(CoO10)2,Fe3O4-Zn0.6Co0.4Fe2O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Zn': 8.571428571428571, 'Fe': 28.57142857142857, 'Co': 5.714285714285714, 'O': 57.14285714285714}",259.6,685.7142857,201.4285714,622.8571429,162.8571429
774,791,0.5607476636,50,858,5,87,3300,59,49,0,1.089576,1,2.08,0.805995977,1,5.142692,74.87633512,90,90,5.551179513,96.19955068,96.082587,83.76062345,0.4285714286,0.837125,34.50782589,1.708366274,Fe3O4,Zn17Fe50(Co2O25)4,Fe3O4-Zn0.68Co0.32Fe2O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Zn': 9.714285714285714, 'Fe': 28.57142857142857, 'Co': 4.571428571428571, 'O': 57.14285714285714}",257.4514286,685.7142857,201.4285714,612.5714286,157.1428571
775,792,0.5504587156,50,858,5,89,1972.9,61.5,90.9,0,0.9,1,3.08,0.805995977,1,5.142692,74.87633512,90,90,6.048581,90,90,90,0.4285714286,0.8665,14.18514524,1.708366274,Fe3O4,Zn3Fe8CoO16,Fe3O4-Zn0.75Co0.25Fe2O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Zn': 10.714285714285714, 'Fe': 28.57142857142857, 'Co': 3.571428571428571, 'O': 57.14285714285714}",255.5714286,685.7142857,201.4285714,603.5714286,152.1428571
776,793,0.5454545455,50,858,5,99.3,1800,60.825,82,1,0,0,2.6,0.805995977,1,5.142692,74.87633512,90,90,4.538081999,87.46062524,83.90215167,90.00920209,0.4285714286,0.875875,54.43577574,1.708366274,Fe3O4,Zn41Fe100Co9O200,Fe3O4-Zn0.82Co0.18Fe2O4,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Zn': 11.714285714285715, 'Fe': 28.57142857142857, 'Co': 2.571428571428571, 'O': 57.14285714285714}",253.6914286,685.7142857,201.4285714,594.5714286,147.1428571
777,794,0.2727272727,15,1024.4,122.4,53,157,12.5,8.3,0,0.74,1,0.4,1,1,5.142692,74.87633512,90,90,2.941951704,60,60,60,0.5,-0.5151515152,130.5765827,1.708366274,Fe3O4,Ag,Fe3O4-Ag,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,{'Ag': 100.0},0,685.7142857,201.4285714,0,0
778,795,0.15,50,850,30,40.235,368.8,12.7,9.9,0,0,0,0,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
779,796,0.15,50,850,30,40.235,350.775,14,14.775,0,1,1,1,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
780,797,0.15,50,850,30,40.235,296.7,11.675,9.85,0,0.5,1,2,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
781,798,0.15,50,850,30,40.5,394.21,13.673,10.61,0,0.3,1,3,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
782,799,0.15,50,850,30,41,394.21,13.673,12.31,0,0.3,1,4,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
783,800,0.15,50,850,200,39,630.35,3.985,84.776,0,0.585,0,0,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
784,801,0.15,50,850,200,39,727.065,5.075,51.077,0,0.437,0,1,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
785,802,0.15,50,850,200,39,599.9095,4.275,110.8525,0,0.725,1,2,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
786,803,0.15,50,850,200,39,519.4865,3.5,69.4235,0,0.6,1,3,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
787,804,0.15,50,850,200,39,517.314,3.478,30.414,0,0.289,1,4,1,1,3.788512,90,90,90,3.788512,90,90,90,0.4,0.7890295359,84.13593516,1,Fe2O3,Fe2O3,Fe2O3-Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,"{'Fe': 40.0, 'O': 60.0}",279.6,680,188,680,188
788,805,0.05979669125,15,858,250,42.9,66.89,3.003,16.68,0,5.38,1,0.8,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.447418738,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
789,806,0.05979669125,15,858,220,43.29,73.79,3.20346,54.23,0,4.42,1,1.2,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.447418738,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
790,807,0.05979669125,15,858,200,43.65,82.09,3.492,13.35,0,0.148,1,2.2,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.447418738,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
791,808,0.05979669125,15,858,160,44.29,100.23,4.429,11.49,1,1.632,0.8,0.8828,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.447418738,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
792,809,0.05979669125,15,858,120,44.8,123.11,5.376,32.66,1,1.632,0.8,1.1828,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.447418738,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
793,810,0.05979669125,15,858,60,45.18,146.18,5.8734,101.63,1,2.612,0.6,1.4228,1,1,5.142692,74.87633512,90,90,2.924839357,90,90,119.9999855,0.4444444444,0.447418738,110.0060416,1.708366274,Fe3O4,NiO,Fe3O4-NiO,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Ni': 50.0, 'O': 50.0}",267.5,685.7142857,201.4285714,800,257.5
794,811,0.03,10,1390,300,206.45,235.5,16,11.5,0,5,1,0.5,0.805995977,1,2.843446,90,90,90,3.788512,90,90,90,0.5714285714,0.96875,137.5869999,1,FeCo,Fe2O3,FeCo-Fe2O3,"{'Fe': 50.0, 'Co': 50.0}",185.5,"{'Fe': 40.0, 'O': 60.0}",279.6,850,485,680,188
795,812,0.03,10,1390,15,213,152.845,19.5,15.405,0,1.9,1,0.5,0.805995977,1,2.843446,90,90,90,3.788512,90,90,90,0.5714285714,0.96875,137.5869999,1,FeCo,Fe2O3,FeCo-Fe2O3,"{'Fe': 50.0, 'Co': 50.0}",185.5,"{'Fe': 40.0, 'O': 60.0}",279.6,850,485,680,188
796,813,0.03,10,1390,300,135.1325,90.314,17.5,6.544,0,6.5,1,0.5,0.805995977,1,2.843446,90,90,90,3.788512,90,90,90,0.5714285714,0.96875,137.5869999,1,FeCo,Fe2O3,FeCo-Fe2O3,"{'Fe': 50.0, 'Co': 50.0}",185.5,"{'Fe': 40.0, 'O': 60.0}",279.6,850,485,680,188
797,814,0.03,10,1390,15,139.56,239.5,38.185,34.5,0,8.5806,1,0.5,0.805995977,1,2.843446,90,90,90,3.788512,90,90,90,0.5714285714,0.96875,137.5869999,1,FeCo,Fe2O3,FeCo-Fe2O3,"{'Fe': 50.0, 'Co': 50.0}",185.5,"{'Fe': 40.0, 'O': 60.0}",279.6,850,485,680,188
798,815,0.03,10,1390,300,187.2,109.185,13.37,9.937,0,2.37,1,0.5,0.805995977,1,2.843446,90,90,90,3.788512,90,90,90,0.5714285714,0.96875,137.5869999,1,FeCo,Fe2O3,FeCo-Fe2O3,"{'Fe': 50.0, 'Co': 50.0}",185.5,"{'Fe': 40.0, 'O': 60.0}",279.6,850,485,680,188
799,816,0.03,10,1390,15,188.9445,170.5,12.5,55.5,0,0.873,1,0.5,0.805995977,1,2.843446,90,90,90,3.788512,90,90,90,0.5714285714,0.96875,137.5869999,1,FeCo,Fe2O3,FeCo-Fe2O3,"{'Fe': 50.0, 'Co': 50.0}",185.5,"{'Fe': 40.0, 'O': 60.0}",279.6,850,485,680,188
800,817,0.03,10,1390,15,174.4,570.5,71.5,233.5,0,16.5,1,0.5,0.805995977,1,2.843446,90,90,90,3.788512,90,90,90,0.5714285714,0.96875,137.5869999,1,FeCo,Fe2O3,FeCo-Fe2O3,"{'Fe': 50.0, 'Co': 50.0}",185.5,"{'Fe': 40.0, 'O': 60.0}",279.6,850,485,680,188
801,818,0.1022494888,20,108,5,0.55,511.3,0.08,165.5,0,0.1722,1,2,1,1,2.924839357,90,90,119.9999855,6.348074159,117.4929608,89.99975597,117.6525217,0.4444444444,0.7428571429,6.899323689,1.176906346,NiO,Mn3O4,NiO-Mn3O4,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,800,257.5,642.8571429,175.7142857
802,819,0.1010441226,20,63,5,1.32,934.3,0.29,620.8,0,0.17,1,2,1,1,2.924839357,90,90,119.9999855,6.348074159,117.4929608,89.99975597,117.6525217,0.4444444444,0.7057142857,4.024605485,1.176906346,NiO,Mn3O4,NiO-Mn3O4,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,800,257.5,642.8571429,175.7142857
803,820,0.1043841336,20,63,5,1.67,826,0.26,602,0,0.17,1,2,1,1,2.924839357,90,90,119.9999855,6.348074159,117.4929608,89.99975597,117.6525217,0.4444444444,0.7142857143,4.024605485,1.176906346,NiO,Mn3O4,NiO-Mn3O4,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,800,257.5,642.8571429,175.7142857
804,821,0.1025991792,20,65,5,0.91,1530,0.22,1670.9,0,0.2,1,2,1,1,2.924839357,90,90,119.9999855,6.348074159,117.4929608,89.99975597,117.6525217,0.4444444444,0.7085714286,4.152370738,1.176906346,NiO,Mn3O4,NiO-Mn3O4,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,800,257.5,642.8571429,175.7142857
805,822,0.1175088132,20,74,5,0.93,4122.9,0.22,1444.6,0,0.1916,1,2,1,1,2.924839357,90,90,119.9999855,6.348074159,117.4929608,89.99975597,117.6525217,0.4444444444,0.8714285714,4.727314379,1.176906346,NiO,Mn3O4,NiO-Mn3O4,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,800,257.5,642.8571429,175.7142857
806,823,0.1205303335,20,89,5,4.37,1011.5,0.26,833.1,0,0.209,1,2,1,1,2.924839357,90,90,119.9999855,6.348074159,117.4929608,89.99975597,117.6525217,0.4444444444,0.8685714286,5.68555378,1.176906346,NiO,Mn3O4,NiO-Mn3O4,"{'Ni': 50.0, 'O': 50.0}",267.5,"{'Mn': 42.857142857142854, 'O': 57.14285714285714}",263,800,257.5,642.8571429,175.7142857
807,824,0.1038461538,20,268,5,30.5,205,8.1762,100,0,0.6062,0.8,0.01,0.5166432673,1,2.416394474,109.4712206,109.4712206,109.4712206,5.856870083,78.97391684,73.33322456,98.98335738,0.4,0.2534979424,20.35926318,1,Ni,La2MnO6,La2NiMnO6,{'Ni': 100.0},191,"{'La': 22.22222222222222, 'Mn': 11.11111111111111, 'O': 66.66666666666666}",246.5555556,1000,515,477.7777778,45.55555556
808,825,0.09,20,268,5,53.8,130,17.3264,16,1,0.1946,0.6,0.01,0.5166432673,1,2.416394474,109.4712206,109.4712206,109.4712206,5.496050556,68.89467339,77.86827496,78.03517559,0.4,0.08477366255,46.15968452,1,Ni,La2MnO6,La2NiMnO6,{'Ni': 100.0},191,"{'La': 22.22222222222222, 'Mn': 11.11111111111111, 'O': 66.66666666666666}",246.5555556,1000,515,477.7777778,45.55555556
809,826,0.084375,20,268,5,52.7,125,17.3264,23,1,0.1946,0.6,0.01,0.5166432673,1,2.416394474,109.4712206,109.4712206,109.4712206,5.496050556,68.89467339,77.86827496,78.03517559,0.4,0.08477366255,46.15968452,1,Ni,La2MnO6,La2NiMnO6,{'Ni': 100.0},191,"{'La': 22.22222222222222, 'Mn': 11.11111111111111, 'O': 66.66666666666666}",246.5555556,1000,515,477.7777778,45.55555556
810,827,0.04924976196,60,775,10,6,304.7445,0.064,100.3325,0,0.013,1,0.5,1,1,3.337852306,60,60,60,4.563540529,111.4290702,106.1793705,105.3999402,0.3,0.6350364964,93.35707715,1,Ce,Cr(FeO3)2,Ce-Fe0.5Cr0.5O3,{'Ce': 100.0},0,"{'Cr': 11.11111111111111, 'Fe': 22.22222222222222, 'O': 66.66666666666666}",288.4444444,0,0,644.4444444,154.4444444
811,828,0.03333333333,50,479.6,5,13,7609.472,5.85,210.978,0,0.333,1,0.5,1,1,3.615262885,109.4712206,109.4712206,109.4712206,4.563540529,111.4290702,106.1793705,105.3999402,0.3,0.5798319328,93.35707715,1,Pr,Cr(FeO3)2,Pr-FeCr0.5O3,{'Pr': 100.0},0,"{'Cr': 11.11111111111111, 'Fe': 22.22222222222222, 'O': 66.66666666666666}",288.4444444,0,0,644.4444444,154.4444444
812,829,0.01219512195,60,824.8,5,15.1,192.165,0.073,1482.057,1,0.43,0,0.5,1,1,3.68816149,60,60,60,1.86172354,30,30,30,0.4,0.8015873016,146.56581,1,Nd,Cr(FeO3)2,Nd-FeCr0.5O3,{'Nd': 100.0},0,"{'Cr': 11.11111111111111, 'Fe': 22.22222222222222, 'O': 66.66666666666666}",288.4444444,0,0,644.4444444,154.4444444
813,831,0.1666666667,60,846.8,5,14,600,6,1600,0,1.1578644,1,5,1,1,5.438645986,91.9379877,94.96272067,131.2940098,5.142692,74.87633512,90,90,0.5,0.1026548673,83.05182435,1.08629295,FeCoO,Fe3O4,CoFeO-Fe3O4,"{'Fe': 33.33333333333333, 'Co': 33.33333333333333, 'O': 33.33333333333333}",238.3333333,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,766.6666667,323.3333333,685.7142857,201.4285714
814,832,0.1875,60,800,5,15,500,8,500,0,0.8319,1.16,5,1,1,4.901977892,98.85654507,98.85613325,135.1859263,5.142692,74.87633512,90,90,0.5454545455,-0.0989010989,65.38484046,1.000014852,FeCoNiO,Fe3O4,NiCoFeO-Fe3O4,"{'Fe': 25.0, 'Co': 25.0, 'Ni': 25.0, 'O': 25.0}",226.5,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,825,371.25,685.7142857,201.4285714
815,833,0.03333333333,60,1150,2,11.06,119.181,0.245,18.75,0,0.043,1,0.02,1,1,3.011828164,107.2949512,89.50258333,120.0378437,2.843446,90,90,90,0.75,-0.2827586207,202.2194197,1.757954164,CoO,FeCo,CoO-CoFe,"{'Co': 50.0, 'O': 50.0}",266,"{'Fe': 50.0, 'Co': 50.0}",185.5,750,250,850,485
816,834,0.03333333333,60,1150,2,11.898,46.121,0.047,27.155,0,0.047,1,5,1,1,3.011828164,107.2949512,89.50258333,120.0378437,2.843446,90,90,90,0.75,0.1310344828,202.2194197,1.757954164,CoO,FeCo,CoO-CoFe,"{'Co': 50.0, 'O': 50.0}",266,"{'Fe': 50.0, 'Co': 50.0}",185.5,750,250,850,485
817,835,0.03333333333,60,1150,2,5.2175,1493.5,0.775,19.4,1,0.019,1,5,1,1,3.011828164,107.2949512,89.50258333,120.0378437,2.843446,90,90,90,0.75,0.4662068966,202.2194197,1.757954164,CoO,FeCo,CoO-CoFe,"{'Co': 50.0, 'O': 50.0}",266,"{'Fe': 50.0, 'Co': 50.0}",185.5,750,250,850,485
818,837,0.15,2,392,142.4,68.73,571,36.365,1,0,0,0,0.44,1,1.333333333,7.081543726,24.24956612,24.24956612,24.24956742,5.472539806,117.5959333,119.9996129,90.00006706,0.375,0.7967532468,38.66066821,0.9999999617,CrO2,Cr2O3,CrO2-Cr2O3,"{'Cr': 33.33333333333333, 'O': 66.66666666666666}",284.6666667,"{'Cr': 40.0, 'O': 60.0}",272.8,600,150,600,180
819,838,0.15,2,392,106.4,53.25,409.5,24.9,45.5,0,0,0,0.46,1,1.333333333,3.666722,90,90,90,7.081543726,24.24956612,24.24956612,24.24956742,0.2857142857,0.7967532468,41.51637148,1,CrO3,CrO2,CrO2-Cr2O3,"{'Cr': 25.0, 'O': 75.0}",299.5,"{'Cr': 33.33333333333333, 'O': 66.66666666666666}",284.6666667,600,112.5,600,150
820,839,0.01090909091,10,510,10,5.3425,5500,1.4235,1200,0,0.2585,1,5,1,92.90540541,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
821,840,0.009230769231,10,510,10,7.361,4184,2.11,894,0,0.47,1,5,1,88.55585831,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
822,841,0.008,10,510,10,7.1705,4144,2.241,685,0,0.402,0,5,1,77.96257796,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
823,842,0.01090909091,50,510,50,4.988,1352,0.55,19,0,0.091,0.8,5,1,92.90540541,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
824,843,0.009230769231,50,510,50,6.977,783,0.6835,18,0,0.0185,1,5,1,88.55585831,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
825,844,0.008,50,510,50,6.757,1026,1.2269,41,0,0,0,5,1,77.96257796,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
826,845,0.01090909091,100,510,100,4.635,986,0.55,12,0,0.01,0.6,5,1,92.90540541,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
827,846,0.009230769231,100,510,100,6.5,257,0.303,4,0,0.016,1,5,1,88.55585831,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
828,847,0.008,100,510,100,6.4125,407,0.8655,8,0,0,0,5,1,77.96257796,3.788512,90,90,90,0,0,0,0,0.4,0.7798941799,100.9631222,1,Fe2O3,0,Fe2O3,"{'Fe': 40.0, 'O': 60.0}",279.6,{},0,680,188,0,0
829,848,1.038062284,62,835,362.4,0.63,35.39,0.006,2.3,0,0.002,1,2,1,1,2.920997,90,90,90,5.807719301,58.97909506,58.97909506,58.97910362,0.4,0.9440559441,53.91531232,1.268500447,MnO2,Co2NiO4,MnO2-NiCo2O4,"{'Mn': 33.33333333333333, 'O': 66.66666666666666}",281,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,633.3333333,136.6666667,742.8571429,216.4285714
830,849,0.6564551422,62,835,362.4,2.31,16.08,0.02,15.01,0,0.02,1,2,1,1,2.920997,90,90,90,5.807719301,58.97909506,58.97909506,58.97910362,0.4,0.9440559441,53.91531232,1.268500447,MnO2,Co2NiO4,MnO2-NiCo2O4,"{'Mn': 33.33333333333333, 'O': 66.66666666666666}",281,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,633.3333333,136.6666667,742.8571429,216.4285714
831,850,0.3318584071,62,835,362.4,2.58,15.64,0.33,14.16,0,0.165,1,2,1,1,2.920997,90,90,90,5.807719301,58.97909506,58.97909506,58.97910362,0.4,0.9440559441,53.91531232,1.268500447,MnO2,Co2NiO4,MnO2-NiCo2O4,"{'Mn': 33.33333333333333, 'O': 66.66666666666666}",281,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,633.3333333,136.6666667,742.8571429,216.4285714
832,851,0.1599147122,62,835,362.4,5.59,15.6,0.1,12.71,0,0.21,1,2,1,1,2.920997,90,90,90,5.807719301,58.97909506,58.97909506,58.97910362,0.4,0.9440559441,53.91531232,1.268500447,MnO2,Co2NiO4,MnO2-NiCo2O4,"{'Mn': 33.33333333333333, 'O': 66.66666666666666}",281,"{'Co': 28.57142857142857, 'Ni': 14.285714285714285, 'O': 57.14285714285714}",277.5714286,633.3333333,136.6666667,742.8571429,216.4285714
833,852,0.25,10,858,10,17.5,439.986,4.985,42.394,1,0.22,1,0,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.8645833333,67.94224223,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
834,853,0.25,10,858,10,16.68,456,5.168,151.6,0,1.042,1,0.05,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.859375,67.94224223,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
835,854,0.25,10,858,10,18,359.99,7.494,119.998,0,3.2,1,5,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.8645833333,67.94224223,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
836,855,0.25,10,858,10,0.0015,367.175,0.00045,279.449,0,3.00E-05,1,0.05,1,1,5.142692,74.87633512,90,90,3.788512,90,90,90,0.4166666667,0.859375,67.94224223,1.708366274,Fe3O4,Fe2O3,Fe3O4-Fe2O3,"{'Fe': 42.857142857142854, 'O': 57.14285714285714}",275,"{'Fe': 40.0, 'O': 60.0}",279.6,685.7142857,201.4285714,680,188
