link,id,space_group_core,space_group_shell,core,shell,h_range_max_koe,chemical formula,Tb,TN,Tc,c1,c2,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t
10.1103/PhysRevB.74.054430,568,221,227,Fe2O3,Fe3O4,10,Fe2O3-Fe3O4,30,955,540,Fe2O3,Fe3O4,5,5,5,1,300,43,45,,0,1,0,0,0
10.1007/s11837-019-03415-w,569,,0,Ag0.5Cr2.5O,0,25,Ag0.5Cr2.5O,200,,150,Ag0.5Cr2.5O,0,97.68,97.68,97.68,1,300,0.30421,313.83,0.012,0,1,0,0,0.1
10.1007/s11837-019-03415-w,570,167,0,AgCrO2,0,25,AgCrO2,25,21,150,AgCrO2,0,117.97,117.97,117.97,1,300,0.33275,246.23,0.013,690,0,0.036,1,0.1
10.1016/j.jsamd.2020.04.001,571,225,227,Fe,Fe3O4,40,Fe-Fe3O4,,,950,Fe,Fe3O4,62.4,67.5,0,6,5,177,70,46,2.5,0,0,1,0.1
10.1016/j.jsamd.2020.04.001,572,225,227,Fe,Fe3O4,40,Fe-Fe3O4,,,950,Fe,Fe3O4,62.4,67.5,0,6,100,177,65,46,2,0,0,1,0.1
10.1016/j.jsamd.2020.04.001,573,225,227,Fe,Fe3O4,40,Fe-Fe3O4,,,950,Fe,Fe3O4,62.4,67.5,0,6,200,177,20,46,3,0,0,1,0.1
10.1016/j.jsamd.2020.04.001,574,225,227,Fe,Fe3O4,40,Fe-Fe3O4,,,950,Fe,Fe3O4,45.5,52.4,0,6,5,172,66.5,62,0.2,0,0,1,0.1
10.1016/j.jsamd.2020.04.001,575,225,227,Fe,Fe3O4,40,Fe-Fe3O4,,,950,Fe,Fe3O4,45.5,52.4,0,6,100,172,62.5,62,0.6,0,0,1,0.1
10.1016/j.jsamd.2020.04.001,576,225,227,Fe,Fe3O4,40,Fe-Fe3O4,,,950,Fe,Fe3O4,45.5,52.4,0,6,200,172,23.25,62,0.5,0,0,1,0.1
10.1016/j.jmmm.2023.170366,577,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,2,1.8,3.085,5.45,0.313,0.253,0.29,1,0.1
10.1016/j.jmmm.2023.170366,578,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,10,4.2,,,,,,,0.1
10.1016/j.jmmm.2023.170366,579,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,20,6,0.935,2.75,0.04,0.014,0.03,1,0.1
10.1016/j.jmmm.2023.170366,580,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,40,8.4,,,,,,,0.1
10.1016/j.jmmm.2023.170366,581,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,75,9.9,,0.725,,,0,0,0.1
10.1016/j.jmmm.2023.170366,582,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,100,13.33,,,,,,,0.1
10.1016/j.jmmm.2023.170366,583,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,150,14.9,,,,,,,0.1
10.1016/j.jmmm.2023.170366,584,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,200,15,16.5,0.02235,22.78,0,0.02065,1,0.1
10.1016/j.jmmm.2023.170366,585,227,225,NiCo2O4,(CoNi)O,80,NiCo2O4-(CoNi)O,75,409,673,NiCo2O4,CoNiO,17,17,17,1,300,15.2,15.85,0.002,22.8,0,0.002,1,0.1
10.1002/smtd.202300647,586,225,225,Fe0.95O,Fe3O4,60,Fe0.95O-Fe3O4,,198,858,Fe0.95O,Fe3O4,20,20,20,2,5,86,700,36,0,1,0,1,0
10.1002/smtd.202300647,587,227,227,Co0.3Fe0.7O,Co0.8Fe2.2O4,60,Co0.3Fe0.7O-Co0.8Fe2.2O4,,850,793,Co0.3Fe0.7O,Co0.8Fe2.2O4,22,22,22,2,300,17,8000,3.3,0,1,0,1,0
10.1002/smtd.202300647,588,220,220,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,60,Ni0.17Co0.21Fe0.62O-Ni0.4Co0.3Fe2.3O4,,850,,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,26,26,26,2,5,25,8000,6.3,0,1,0,1,0
10.1002/smtd.202300647,589,225,225,Fe0.95O,Fe3O4,60,Fe0.95O-Fe3O4,,198,858,Fe0.95O,Fe3O4,20,20,20,2,5,80,10,4,0,1,0,1,0
10.1002/smtd.202300647,590,227,227,Co0.3Fe0.7O,Co0.8Fe2.2O4,60,Co0.3Fe0.7O-Co0.8Fe2.2O4,11.5,850,793,Co0.3Fe0.7O,Co0.8Fe2.2O4,22,22,22,2,300,22,300,1,0,1,0,1,0
10.1002/smtd.202300647,591,220,220,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,60,Ni0.17Co0.21Fe0.62O-Ni0.4Co0.3Fe2.3O4,170,850,,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,26,26,26,2,5,27,400,2,0,1,0,1,0
10.1002/smtd.202300647,592,225,225,Fe0.95O,Fe3O4,60,Fe0.95O-Fe3O4,,198,858,Fe0.95O,Fe3O4,20,20,20,2,5,87,500,53,0,0,,1,5
10.1002/smtd.202300647,593,227,227,Co0.3Fe0.7O,Co0.8Fe2.2O4,60,Co0.3Fe0.7O-Co0.8Fe2.2O4,140,850,793,Co0.3Fe0.7O,Co0.8Fe2.2O4,22,22,22,2,300,28,14000,14,10000,0,,1,5
10.1002/smtd.202300647,594,220,220,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,60,Ni0.17Co0.21Fe0.62O-Ni0.4Co0.3Fe2.3O4,255,850,,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,26,26,26,2,5,32,11000,17,9000,0,,1,5
10.1016/j.colsurfa.2023.132281,595,225,0,Co,0,,Co,32,,1400,Co,0,7.9,7.9,7.9,1,300,,1600,,4340,0,,,0
10.1016/j.colsurfa.2023.132281,596,225,186,Co,CoO,,Co-CoO,275,293,838,Co,CoO,8.8,8.8,8.8,1,300,,1850,,480,0,,,5
10.1016/j.colsurfa.2023.132281,597,194,0,Co,0,,Co,,,1388,Co,0,9,9,9,1,300,,1450,,800,0,,,5
10.1016/j.colsurfa.2023.132281,598,194,186,Co,CoO,,Co-CoO,275,293,838,Co,CoO,9.9,9.9,9.9,1,300,,3820,,2570,0,,,5
10.1016/j.colsurfa.2023.132281,599,225,0,Co,0,,Co,,,1388,Co,0,8.8,8.8,8.8,1,3,,1850,,600,0,,,5
10.1016/j.colsurfa.2023.132281,600,194,186,Co,CoO,,Co-CoO,275,293,838,Co,CoO,9.9,9.9,9.9,1,3,,8950,,6550,0,,,5
10.3390/magnetochemistry7030040,601,198,186,Co,CoO,50,Co-CoO,200,293,838,Co,CoO,11,89,0,6,5,0.674,134.785,,86.96,0,0,1,0.01
10.3390/magnetochemistry7030040,602,198,186,Co,CoO,50,Co-CoO,200,293,838,Co,CoO,16,98,0,6,5,51.6,421.7,,43.45,0,,1,0.01
10.3390/magnetochemistry7030040,603,198,186,Co,CoO,50,Co-CoO,200,293,838,Co,CoO,11,89,0,6,5,57.6,339.1,,8.7,0,,1,0.01
10.3390/magnetochemistry7030040,604,198,186,Co,CoO,50,Co-CoO,200,293,838,Co,CoO,16,98,0,6,5,78.3,284.75,,2.2,0,0,1,0.01
10.3390/magnetochemistry7030040,605,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,11,89,0,6,5,3.45,85.5,,53.53,0,0,1,0.05
10.3390/magnetochemistry7030040,606,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,16,98,0,6,25,3.6,72.65,,40.68,0,0,1,0.05
10.3390/magnetochemistry7030040,607,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,11,89,0,6,37,3.8,56.18,,14.945,0,0,1,0.05
10.3390/magnetochemistry7030040,608,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,16,98,0,6,50,3.8,56.7,,2.054,0,0,1,0.05
10.3390/magnetochemistry7030040,609,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,10,10,10,1,5,23.6,1835,14.2,596.235,0,0,1,
10.3390/magnetochemistry7030040,610,198,186,Co,CoO,50,Co-CoO,220,293,838,Co,CoO,20,20,20,1,5,19.8,1852,10.84,500,0,0,1,
10.3390/magnetochemistry7030040,611,198,186,Co,CoO,50,Co-CoO,220,293,838,Co,CoO,40,40,40,1,5,15,1755.5,6.9,403.5,0,0,1,
10.3390/magnetochemistry7030040,612,198,186,Co,CoO,50,Co-CoO,220,293,838,Co,CoO,80,80,80,1,5,12.34,1903.36,6.9,346.6,0,0,1,
10.3390/magnetochemistry7030040,613,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,25,25,25,1,5,24.65,1944.13,14,629.019,0,,1,
10.3390/magnetochemistry7030040,614,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,25,25,25,1,25,24.65,1879.33,14,564.33,0,,1,
10.3390/magnetochemistry7030040,615,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,25,25,25,1,37,24.6,1786.825,14,471.825,0,,1,
10.3390/magnetochemistry7030040,616,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,25,25,25,1,50,23.5,1749.75,11.5,534.75,0,,1,
10.3390/magnetochemistry7030040,617,194,227,Co,Co3O4,50,Co-Co3O4,50,40,1388,Co,Co3O4,25,25,25,1,200,22,1157.25,8.5,9.25,0,,1,
10.1021/acs.chemmater.2c02813,618,227,227,Co0.14Fe0.86O,Co0.4Fe2.4O4,90,Co0.14Fe0.86O-Co0.4Fe2.4O4,100,850,789,Co0.14Fe0.86O,Co0.4Fe2.4O4,8,8,8,1,10,,17707,,11424,0,0,1,4
10.1021/acs.chemmater.2c02813,619,227,227,Co0.14Fe0.86O,Co0.4Fe2.4O4,90,Co0.14Fe0.86O-Co0.4Fe2.4O4,100,850,789,Co0.14Fe0.86O,Co0.4Fe2.4O4,8,8,8,1,50,,6283,,3985.5,0,0,1,4
10.1021/acs.chemmater.2c02813,620,227,227,Co0.14Fe0.86O,Co0.4Fe2.4O4,90,Co0.14Fe0.86O-Co0.4Fe2.4O4,100,850,789,Co0.14Fe0.86O,Co0.4Fe2.4O4,8,8,8,1,80,,,,939,0,0,1,4
10.1016/j.jmmm.2023.171401,621,194,227,Co,CoFe2O4,70,Co-CoFe2O4,103,,1090,Co,CoFe2O4,,,,,,,,,5600,0,0,1,7
/10.1016/j.jmmm.2023.171401,622,225,227,CoO,MnFe2O4,85,CoO-MnFe2O4,,325,573,CoO,MnFe2O4,,,,,5,,2340,,,0,0,1,
/10.1016/j.jmmm.2023.171401,623,225,227,CoO,MnFe2O4,85,CoO-MnFe2O4,,325,573,CoO,MnFe2O4,,,,,20,,475,,,0,0,1,
10.1088/1361-6528/ac6dc3,624,225,227,NiO,SiO2,50,NiO-SiO2,,525,85,NiO,SG,14.7,14.7,14.7,1,,0.745,450,0.4,0,1,0,0,0
10.1088/1361-6528/ac6dc3,625,225,227,NiO,SiO2,50,NiO-SiO2,,525,85,NiO,SG,15,15,15,1,,1.53,553.7,0.45,299.5,0,0.25,1,5
10.1016/j.jmmm.2024,626,194,225,Co,CoO,10,Co-CoO,50,291,1388,Co,CoO,,,,,77,30.84,1201.2,5.76,0,1,0,1,
10.1016/j.jmmm.2024,627,194,225,Co,CoO,10,Co-CoO,50,291,1388,Co,CoO,,,,,77,32.88,1999.2,25,1532.8,0,0,1,
doi.org/10.1039/C7NR03740F,628,225,227,CoO,Fe3O4,45,CoO-Fe3O4,,291,858,CoO,Fe3O4,12,12,12,1,5,36.72,22179.811,34.74,85.322,0,0,1,0.005
doi.org/10.1039/C7NR03740F,629,225,227,CoO,Zn0.25Fe2O4,45,CoO-Zn0.25Fe2O4,122,291,860,CoO,Zn0.25Fe2O4,10,10,10,1,5,29.18,15321.4,20.32,1451.3,0,0,1,1
doi.org/10.1039/C7NR03740F,630,225,227,CoO,Zn0.5Fe2O4,45,CoO-Zn0.5Fe2O4,112,291,860,CoO,Zn0.5Fe2O4,10.5,10.5,10.5,1,5,28.2,11612.5,20.32,1452.54,0,0,1,1
doi.org/10.1039/C7NR03740F,631,225,227,CoO,Zn0.75Fe2O4,45,CoO-Zn0.75Fe2O4,137,291,860,CoO,Zn0.75Fe2O4,11.7,11.7,11.7,1,5,26.88,9355,16.72,1291.54,0,0,1,1
doi.org/10.1039/C7NR03740F,632,225,227,CoO,ZnFe2O4,45,CoO-ZnFe2O4,123,289,860,CoO,ZnFe2O4,10.4,10.4,10.4,1,5,38.69,7422.33,25.89,470.93,0,0,1,1
10.1063/5.0016646,633,225,225,Ni,NiO,70,Ni-NiO,350,796,720,Ni,NiO,12,12,12,1,300,26,615,7.34,0,1,0,1,0
10.1063/5.0016646,634,225,255,Ni,NiO,70,Ni-NiO,350,796,720,Ni,NiO,12,12,12,1,5,26,650,9.2,250,0,4,1,2
10.1016/j.jmmm.2020.167228,635,227,225,Fe,FeO,10,Fe-FeO,50,948,1043,Fe,FeO,210,210,210,3,300,207.4,88.9,5.96,2.48,0,0,1,0.5
10.1016/j.jmmm.2020.167228,636,227,225,Fe,FeO,10,Fe-FeO,50,948,1043,Fe,FeO,110,110,110,3,300,192.6,134.57,11.15,3.7,1,0,1,0.5
10.1016/j.jmmm.2020.167228,637,227,225,Fe,FeO,10,Fe-FeO,50,948,1043,Fe,FeO,90,90,90,3,300,174.1,180.25,14.42,0,1,0,1,0.5
10.1016/j.jmmm.2020.167228,638,227,225,Fe,FeO,10,Fe-FeO,50,948,1043,Fe,FeO,85,85,85,3,300,172.22,219.75,19.62,2.45,0,0,1,0.5
10.1016/j.jmmm.2020.167228,639,227,225,Fe,FeO,10,Fe-FeO,50,948,1043,Fe,FeO,55,55,55,3,300,161.1,325.935,26.534,4.935,0,0,1,0.5
10.1016/j.jmmm.2020.167228,640,227,225,Fe,FeO,10,Fe-FeO,50,948,1043,Fe,FeO,50,50,50,3,300,151.85,325.935,29,7.407,1,0,1,0.5
10.1016/j.jmmm.2020.167228,641,227,225,Fe,FeO,10,Fe-FeO,50,948,1043,Fe,FeO,19,19,19,3,300,120.4,261.73,17.11,4.95,1,0,1,0.5
10.1016/j.jmmm.2019.165940,642,227,194,CoFe2O4,Ag,50,CoFe2O4-Ag,300,,850,CoFe2O4,Ag,11.3,11.3,11.3,1,300,36,16600,19.4,0,1,0,1,0
10.1016/j.jmmm.2019.165940,643,227,194,CoFe2O5,Ag,50,CoFe2O4-Ag,300,,850,CoFe2O4,Ag,11.4,11.4,11.4,1,300,20,16600,8.5,0,1,0,1,0
10.1016/j.jmmm.2019.165940,644,227,194,CoFe2O6,Ag,50,CoFe2O4-Ag,300,,850,CoFe2O4,Ag,11.4,11.4,11.4,1,300,6,13060,2,0,1,0,1,0
10.1016/j.jmmm.2019.165940,645,227,194,CoFe2O7,Ag,100,CoFe2O4-Ag,300,,850,CoFe2O4,Ag,11.3,11.3,11.3,1,4,37,17000,21,800,0,0,1,3
10.1016/j.jmmm.2019.165940,646,227,194,CoFe2O8,Ag,100,CoFe2O4-Ag,300,,850,CoFe2O4,Ag,11.4,11.4,11.4,1,4,20,17000,9.1,1500,0,0,1,3
10.1016/j.jmmm.2019.165940,647,227,194,CoFe2O9,Ag,100,CoFe2O4-Ag,300,,850,CoFe2O4,Ag,11.4,11.4,11.4,1,4,10,14000,2.3,1650,0,0,1,3
10.1039/C8NR02368A,648,227,221,CoFe2O4,BaTiO3,10,CoFe2O4-BaTiO3,,,850,CoFe2O4,BaTiO3,60,60,60,1,300,25,985,10.2,0,1,0,1,0
10.1088/2053-1591/ab7e6e,649,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,300,26,442,10,1,0,0,1,0
10.1088/2053-1591/ab7e6e,650,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,300,38,476,16,1,0,0,1,0
10.1088/2053-1591/ab7e6e,651,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,300,43,543,8,2,0,0,1,0
10.1088/2053-1591/ab7e6e,652,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,300,31,363,4,2,0,0,1,0
10.1088/2053-1591/ab7e6e,653,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,5,29,4076,22,80,0,0,1,5
10.1088/2053-1591/ab7e6e,654,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,5,41,7649,33,177,0,0,1,5
10.1088/2053-1591/ab7e6e,655,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,5,47,11890,32,763,0,0,1,5
10.1088/2053-1591/ab7e6e,656,227,225,CoFe2O4,NiO,40,CoFe2O4-NiO,200,525,658,CoFe2O4,NiO,,100,0,6,5,35,11343,22,593,0,0,1,5
10.1140/epjp/s13360-020-00430-8,657,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,5,5,5,1,5,9.1,4810,,1100,0,0,1,
10.1140/epjp/s13360-020-00430-8,658,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,19,19,19,1,5,11.6,4520,,270,0,0,1,
10.1140/epjp/s13360-020-00430-8,659,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,21,21,21,1,5,13.6,2170,,181,0,0,1,
10.1140/epjp/s13360-020-00430-8,660,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,28,28,28,1,5,14.5,1680,,97,0,0,1,
10.1140/epjp/s13360-020-00430-8,661,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,5,5,5,1,300,2.7,177,,0,1,0,1,0
10.1140/epjp/s13360-020-00430-8,662,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,19,19,19,1,300,3.5,88,,0,1,0,1,0
10.1140/epjp/s13360-020-00430-8,663,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,21,21,21,1,300,3.4,14,,0,1,0,1,0
10.1140/epjp/s13360-020-00430-8,664,227,167,MnFe2O4,Fe2O3,16,MnFe2O4-Fe2O3,,948,573,MnFe2O4,Fe2O3,28,28,28,1,300,4.5,48,,0,1,0,1,0
10.3390/applnano1010007,665,194,229,Co,Cr,50,Co-Cr,96,311,1388,Co,Cr,5.6,5.6,5.6,1,5,,4112.35,,1594.35,0,,,1
10.3390/applnano1010007,666,194,229,Co,Cr,50,Co-Cr,96,311,1388,Co,Cr,6.9,6.9,6.9,1,5,,3668.12,,1150.12,0,0,1,1
10.3390/applnano1010007,667,194,229,Co,Cr,50,Co-Cr,96,311,1388,Co,Cr,5.6,5.6,5.6,1,300,,26,,0,1,0,1,0
10.3390/applnano1010007,668,194,229,Co,Cr,50,Co-Cr,96,311,1388,Co,Cr,6.9,6.9,6.9,1,300,,78,,0,1,0,1,0
10.1016/j.materresbull.2020.110785,669,91,0,Zn0.2Ni0.8Gd0.05 Fe1.95O4,0,,Zn0.2Ni0.8Gd0.05Fe1.95O4,81,,535,Zn0.2Ni0.8Gd0.05Fe1.95O4,0,4,4,4,1,5,15.1,2585,15.6,925,0,0,1,0.05
10.1016/j.materresbull.2020.110785,670,91,0,Zn0.2Ni0.8Gd0.05 Fe1.95O4,0,,Zn0.2Ni0.8Gd0.05Fe1.95O4,134,,535,Zn0.2Ni0.8Gd0.05Fe1.95O4,0,6,6,6,1,5,48.2,827,48.2,154,0,0,1,0.05
10.1016/j.materresbull.2020.110785,671,91,0,Zn0.2Ni0.8Gd0.05 Fe1.95O4,0,,Zn0.2Ni0.8Gd0.05Fe1.95O4,192,,535,Zn0.2Ni0.8Gd0.05Fe1.95O4,0,16,16,16,1,5,70.1,362,70.88,,0,0,1,0.05
10.1016/j.materresbull.2020.110785,672,91,0,Zn0.2Ni0.8Gd0.05 Fe1.95O4,0,,Zn0.2Ni0.8Gd0.05Fe1.95O4,211,,535,Zn0.2Ni0.8Gd0.05Fe1.95O4,0,29,29,29,1,5,80.3,207,81.14,,0,0,1,0.05
10.1016/j.materresbull.2020.110785,673,91,0,Zn0.2Ni0.8Gd0.05 Fe1.95O4,0,,Zn0.2Ni0.8Gd0.05Fe1.95O4,134,,535,Zn0.2Ni0.8Gd0.05Fe1.95O4,0,6,6,6,1,300,11.9,11.4,11.7,0,1,0,1,0
10.1016/j.materresbull.2020.110785,674,91,0,Zn0.2Ni0.8Gd0.05 Fe1.95O4,0,,Zn0.2Ni0.8Gd0.05Fe1.95O4,172,,535,Zn0.2Ni0.8Gd0.05Fe1.95O4,0,16,16,16,1,300,27.4,60.1,27.2,0,1,0,1,0
10.1016/j.materresbull.2020.110785,675,91,0,Zn0.2Ni0.8Gd0.05 Fe1.95O4,0,,Zn0.2Ni0.8Gd0.05Fe1.95O4,172,,535,Zn0.2Ni0.8Gd0.05Fe1.95O4,0,29,29,29,1,300,40.8,124,40.5,0,1,0,1,0
10.1088/2053-1591/ab65e4,676,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,35,35,35,1,300,0.63,2717.175,0.027,0,1,0,1,0
10.1088/2053-1591/ab65e4,677,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,35,35,35,1,300,0.75,8330.63,0.097,0,1,0,1,0
10.1088/2053-1591/ab65e4,678,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,35,35,35,1,300,0.915,1589.43,0.037,0,1,0,1,0
10.1088/2053-1591/ab65e4,679,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,35,35,35,1,300,0.607,385.34,0.011,0,1,0,1,0
10.1088/2053-1591/ab65e4,680,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,30,30,30,1,5,0.648,874.27,0.01,1630.76,0,0.021,1,0.5
10.1088/2053-1591/ab65e4,681,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,30,30,30,1,5,0.86,3039.125,0.067,2438.581,0,0.057,1,0.5
10.1088/2053-1591/ab65e4,682,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,30,30,30,1,5,0.846,2726,0.0415,5647.75,0,0.0895,1,0.5
10.1088/2053-1591/ab65e4,683,225,221,Ni,LaFeO3,80,Ni-LaFeO3,,740,627,Ni,LaFeO3,30,30,30,1,5,0.846,326.075,0.01,1212.995,0,0.044,1,0.5
10.1063/1.5135586,684,62,46,BiFe0.5Sc0.5O3,BiFe0.5Sc0.5O3,20,BiFe0.5Sc0.5O3,150,220,830,BiFe0.5Sc0.5O3,0,18,18,18,2,5,0.626,2660.77,0.0055,0,1,0.003,1,0.1
10.1063/1.5135586,685,62,46,BiFe0.5Sc0.5O3,BiFe0.5Sc0.5O3,20,BiFe0.5Sc0.5O3,150,220,830,BiFe0.5Sc0.5O3,0,18,18,18,2,50,0.368,2662.31,0.0065,648.446,0,0.0059,1,2
10.1063/1.5135586,686,62,46,BiFe0.5Sc0.5O3,BiFe0.5Sc0.5O3,20,BiFe0.5Sc0.5O3,150,220,830,BiFe0.5Sc0.5O3,0,18,18,18,2,100,0.335,2227.481,0.006,261.949,0,,1,2
10.1063/1.5135586,687,62,46,BiFe0.5Sc0.5O3,BiFe0.5Sc0.5O3,20,BiFe0.5Sc0.5O3,150,220,830,BiFe0.5Sc0.5O3,0,18,18,18,2,150,0.321,1590.775,0.007,97.394,0,0.0045,1,2
10.1063/1.5135586,688,62,46,BiFe0.5Sc0.5O3,BiFe0.5Sc0.5O3,20,BiFe0.5Sc0.5O3,150,220,830,BiFe0.5Sc0.5O3,0,18,18,18,2,175,0.268,1200.862,0.005,24.949,1,,1,2
10.1063/1.5135586,689,62,46,BiFe0.5Sc0.5O3,BiFe0.5Sc0.5O3,20,BiFe0.5Sc0.5O3,150,220,830,BiFe0.5Sc0.5O3,0,18,18,18,2,200,0.23,1136.268,0.004,30.557,0,0.0035,1,2
10.1063/1.5135586,690,62,46,BiFe0.5Sc0.5O3,BiFe0.5Sc0.5O3,20,BiFe0.5Sc0.5O3,150,220,830,BiFe0.5Sc0.5O3,0,18,18,18,2,250,0.193,524,0.001,176,1,,1,2
10.1016/j.jallcom.2020.156344,691,227,0,Fe3O4,0,10,Fe3O4,118,858,838,Fe3O4,0,11.22,11.22,11.22,3,5,72.42,252.105,17.76,32.99,0,,,1
10.1016/j.jallcom.2020.156344,692,227,0,Fe3O4,0,10,Fe3O4,118,858,838,Fe3O4,0,11.22,11.22,11.22,3,10,72.41,221.92,16.79,16.26,0,,,1
10.1016/j.jallcom.2020.156344,693,227,0,Fe3O4,0,10,Fe3O4,118,858,838,Fe3O4,0,11.22,11.22,11.22,3,50,72.06,133.38,10.02,23.38,0,,,1
10.1016/j.jallcom.2020.156344,694,227,0,Fe3O4,0,10,Fe3O4,118,858,838,Fe3O4,0,11.22,11.22,11.22,3,100,71.56,80.125,5.83,1.11,0,,,1
10.1016/j.jallcom.2020.156344,695,227,0,Fe3O4,0,10,Fe3O4,118,858,838,Fe3O4,0,11.22,11.22,11.22,3,150,70.52,37.24,3.26,3.6,0,,,1
10.1016/j.jallcom.2020.156344,696,227,0,Fe3O4,0,10,Fe3O4,118,858,838,Fe3O4,0,11.22,11.22,11.22,3,200,68.77,23.6815,1.7,10.663,1,,,1
10.1016/j.jallcom.2020.156344,697,227,0,Fe3O4,0,10,Fe3O4,118,858,838,Fe3O4,0,11.22,11.22,11.22,3,300,63.51,0.6,0.061,0.48,0,,,1
10.1007/s10904-020-01445-5,698,225,154,Ni,SiO2,20,Ni-SiO2,,,627,Ni,SG,80,80,80,1,,26.353,51.5,1.27,0.153,1,0,1,2
10.1007/s10904-020-01445-5,699,225,154,Ni,SiO2,20,Ni-SiO2,,,627,Ni,SG,80,80,80,1,,0.17,62,0.0074,28.751,0,0,1,2
10.1007/s10904-020-01445-5,700,225,154,Ni,SiO2,20,Ni-SiO2,,,627,Ni,SG,80,80,80,1,,0.31,66,0.014,21.156,0,0,1,2
10.1007/s10904-020-01445-5,701,225,154,Ni,SiO2,20,Ni-SiO2,,,627,Ni,SG,80,80,80,1,,0.91,62.5,0.039,8.078,0,0,1,2
10.1063/5.0016859,702,225,225,Ni,NiO,,Ni-NiO,350,796,720,Ni,NiO,20,20,20,3,5,4.326,252,0.624,131.724,0,0.035,1,0
