link,id,space_group_core,space_group_shell,core,shell,h_range_max_koe,chemical formula,Tb,TN,Tc,c1,c2,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t
10.1039/C5RA24673C,280,225,225,NiO,NiO,20,NiO-NiO,5,525,720,NiO,NiO,54,54,54,1,300,,22.5,0.000085,4.5,1,0.0000097,1,2
10.1063/9.0000561,281,227,227,Co1O1,Ni1Fe2O4,25,CoO-NiFe2O4,,290,850,CoO,NiFe2O4,14.8,14.8,14.8,1,5,24.6,7412,19.8,168,0,0,1,0.005
10.1063/9.0000561,282,227,227,Co1O1,Ni1Fe2O4,25,CoO-NiFe2O4,,290,850,CoO,NiFe2O4,18.1,18.1,18.1,1,5,10.4,6052,9.1,520,0,0,1,0.005
10.1063/9.0000561,283,227,227,Co1O1,Ni1Fe2O4,25,CoO-NiFe2O4,,290,850,CoO,NiFe2O4,12.5,12.5,12.5,1,5,8.3,9624,7.9,632,0,0,1,0.005
10.1088/0957-4484/26/30/305705,284,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,2,2,2,1,2,53,0.27,1.8,0,1,0,1,0
10.1088/0957-4484/26/30/305705,285,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,2,2,2,1,5,50.86,275.86,1.35,0,1,0,1,0
10.1088/0957-4484/26/30/305705,286,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,2,2,2,1,5,66,275.86,1.35,0,1,0,1,0
10.1088/0957-4484/26/30/305705,287,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,4,4,4,1,2,5.88,2.04,0.3,0,1,0,1,0
10.1088/0957-4484/26/30/305705,288,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,4,4,4,1,20,5.68,0.68,0.09,0,1,0,1,0
10.1088/0957-4484/26/30/305705,289,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,4,4,4,1,5,5.74,2482.75,0.295,827.586,0,0.11,1,8
10.1088/0957-4484/26/30/305705,290,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,4,4,4,1,5,5.67,2344.83,0.341,0,1,0,1,8
10.1088/0957-4484/26/30/305705,291,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,6,6,6,1,5,4.6,2711.86,0.2,1355.93,0,0.104,1,8
10.1088/0957-4484/26/30/305705,292,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,6,6,6,1,5,4.53,2305,0.16,0,1,0,1,8
10.1088/0957-4484/26/30/305705,293,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,7,7,7,1,5,4.05,3172.4,0.208,2068.9,1,0.1171875,1,8
10.1088/0957-4484/26/30/305705,294,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,7,7,7,1,5,3.82,1724.13,0.143,0,1,0,1,8
10.1088/0957-4484/26/30/305705,295,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,9,9,9,1,2,2.94,1.13,0.12,0,1,0,1,0
10.1088/0957-4484/26/30/305705,296,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,9,9,9,1,20,2.53,0.8,0.07,0,1,0,1,0
10.1088/0957-4484/26/30/305705,297,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,9,9,9,1,140,1.469,0.11,0.01,0,1,0,1,0
10.1088/0957-4484/26/30/305705,298,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,9,9,9,1,5,3.234,2847.4576,0.2089552,2847.4576,1,0.2089552,1,8
10.1088/0957-4484/26/30/305705,299,225,0,Ni1O1,0,80,NiO,5,525,720,NiO,0,9,9,9,1,5,3.09,1491.52,0.1432,0,1,0,1,8
10.1039/c5tc01095k,300,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,9,9,9,1,300,4.61,,0,0,1,0,1,0
10.1039/c5tc01095k,301,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,10,10,10,1,300,8.01,,,0,1,0,1,0
10.1039/c5tc01095k,302,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,11,11,11,1,300,12.21,,,0,1,0,1,0
10.1039/c5tc01095k,303,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,16,16,16,1,300,28.41,63.6,0.7368,0,1,0,1,0
10.1039/c5tc01095k,304,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,23,23,23,1,300,40.31,68.1,2.526,0,1,0,1,0
10.1039/c5tc01095k,305,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,9,9,9,1,5,37.815,411.1,2.61,22.2,0,1.239,1,0.5
10.1039/c5tc01095k,306,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,10,10,10,1,5,36.97,512.95,4.21,24.05,0,0,1,0.5
10.1039/c5tc01095k,307,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,11,11,11,1,5,36.13,637.02,6.31,40.779,0,0,1,0.5
10.1039/c5tc01095k,308,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,16,16,16,1,5,50.4,538.876,13.11,57.4,0,0,1,0.5
10.1039/c5tc01095k,309,225,225,Ni1,Ni1O1,90,Ni-NiO,60,796,720,Ni,NiO,23,23,23,1,5,53.78,559.24,20.51,40.76,0,0,1,0.5
10.3390/ijms232314825,310,227,0,Mn1Fe2O4,0,20,MnFe2O4,32,585,577,MnFe2O4,0,5.4,5.4,5.4,2,300,39.07,171.2,,0.17,1,0,1,0
10.3390/ijms232314825,311,227,227,Mn1Fe2O4,Fe3O4,20,MnFe2O4-Fe3O4,34.3,316,858,MnFe2O4,Fe3O4,9.1,9.1,9.1,2,25,70.4,210.526,12.5,5.3,0,0,1,1
10.3390/ijms232314825,312,227,227,Mn1Fe2O4,Fe3O4,20,MnFe2O4-Fe3O4,34.3,316,858,MnFe2O4,Fe3O4,10.7,10.7,10.7,2,200,69.9,1.24,0.0794,1.022,1,2.06,1,3
10.1088/0957-4484/26/40/405704,313,225,225,Ni1,Ni1O1,2,Ni-NiO,350,525,668,Ni,NiO,11.96,11.96,11.96,1,5,13.4,170,5.4,22,0,0,1,0.2
10.1088/0957-4484/26/40/405704,314,225,225,Ni1,Ni1O1,2,Ni-NiO,350,525,668,Ni,NiO,12.85,12.85,12.85,1,5,12.9,230,6.9,45,0,0,1,0.2
10.1088/0957-4484/26/40/405704,315,225,225,Ni1,Ni1O1,2,Ni-NiO,350,525,668,Ni,NiO,14.38,14.38,14.38,1,5,17.6,250,9.9,43,0,0,1,0.2
10.1088/0957-4484/26/40/405704,316,225,225,Ni1,Ni1O1,2,Ni-NiO,350,525,668,Ni,NiO,16.21,16.21,16.21,1,5,21.6,230,8.4,62,0,1.92,1,0.2
10.1088/0957-4484/26/40/405704,317,225,225,Ni1,Ni1O1,2,Ni-NiO,350,525,668,Ni,NiO,18.47,18.47,18.47,1,5,31.5,440,16.2,250,0,2.69,1,0.2
10.1088/0957-4484/26/40/405704,318,225,225,Ni1,Ni1O1,2,Ni-NiO,350,525,668,Ni,NiO,21.09,21.09,21.09,1,5,16.1,420,7.1,310,0,5.38,1,0.2
10.1088/0957-4484/26/40/405704,319,225,225,Ni1,Ni1O1,2,Ni-NiO,350,525,668,Ni,NiO,16.77,16.77,16.77,1,5,14.9,550,6.2,570,0,6.923,1,0.2
10.1088/1361-6463/abd432,320,161,0,Bi1Fe1O3,0,30,BiFeO3,35,643,703,BiFeO3,0,24,24,24,1,60,0.3547,391.3,0.0275,173.9,1,0.00458,0,2
10.1088/1361-6463/abd432,321,62,0,Bi0.9La0.1FeO3,0,30,Bi0.9La0.1FeO3,,640,300,Bi0.9La0.1FeO3,0,31,31,31,1,60,0.375,593.4,0.018367,902,1,0.0102,0,2
10.1088/1361-6463/abd432,322,161,0,Bi1Fe1O3,0,30,BiFeO3,35,643,703,BiFeO3,0,24,24,24,1,60,0.3698,391.3,0.0275,173.9,0,0.00458,1,2
10.1088/1361-6463/abd432,323,62,0,Bi0.9La0.1FeO3,0,30,Bi0.9La0.1FeO3,,640,300,Bi0.9La0.1FeO3,0,31,31,31,1,60,0.408,593.4,0.018367,902,0,0.0102,1,2
10.1038/s41598-023-43734-2,324,62,0,Nd0.90Ho0.10FeO3,0,20,NdFeO3,,625,,Nd0.90Ho0.10FeO3,0,39,39,39,1,300,2.42,200,0.25,10.86,0,0,1,0
10.3390/nano12020262,325,227,0,Co1Fe2O4,0,10,CoFe2O4,398,890,803,CoFe2O4,0,7,7,7,2,5,39.07,,,254.052,0,0.656,1,1
10.3390/nano12020262,326,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,14,14,14,2,25,,1728.159,45.8,21.84,1,0.7,0,3
10.3390/nano12020262,327,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,14,14,14,2,300,,17.45,1.45,0.85,1,0.09,1,3
10.3390/nano12020262,328,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,13,13,13,2,5,77.96,2735,58.33,0,1,0,1,0
10.3390/nano12020262,329,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,13,13,13,2,5,74.4,2155.09,48.815,86,0,1.72,1,2
10.3390/nano12020262,330,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,13,13,13,2,25,74.6,1928.8,46.985,10.8,0,2.26,1,2
10.3390/nano12020262,331,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,13,13,13,2,50,73.97,1540.9285,43.4385,10.7,0,2.8,1,2
10.3390/nano12020262,332,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,13,13,13,2,100,75.48,678.85,31.396,32.33,0,3.86,1,2
10.3390/nano12020262,333,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,13,13,13,2,200,74.83,,,6.0916,0,1.202,1,2
10.3390/nano12020262,334,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,13,13,13,2,300,69.97,,1.529,1.5744,1,0.43,1,2
10.3390/nano12020262,335,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,18.2,18.2,18.2,1,5,45.1,943.658,,70.342,0,3.835,1,2
10.3390/nano12020262,336,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,18.2,18.2,18.2,1,25,43.4,957.76,,85.63,0,5.535,1,2
10.3390/nano12020262,337,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,18.2,18.2,18.2,1,50,40,880,,77.74,0,4.255,1,2
10.3390/nano12020262,338,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,18.2,18.2,18.2,1,100,25.74,408.44,,112.875,0,6.6,1,2
10.3390/nano12020262,339,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,18.2,18.2,18.2,1,200,,,,22.575,0,1.32,1,2
10.3390/nano12020262,340,227,227,Co1Fe2O4,Fe3O4,10,CoFe2O4-Fe3O4,125,120,825,CoFe2O4,Fe3O4,18.2,18.2,18.2,1,300,66.16,935,,0,1,0,1,2
10.1063/9.0000552,341,55,0,Dy1Cr1Ti1O5,0,60,DyCrTiO5,293,313,332,DyCrTiO5,0,37,37,37,1,10,,47.826,,30,0,0.0390286,0,6
10.1063/9.0000552,342,55,0,Dy1Cr1Ti1O5,0,60,DyCrTiO5,293,313,332,DyCrTiO5,0,37,37,37,1,10,,35.5,,130,0,0.0390286,0,6
10.3390/nano12183159,343,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,28.98,28.98,28.98,1,4,30.68,1840,22.4,848,0,0,1,1
10.3390/nano12183159,344,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,28.98,28.98,28.98,1,4,27.55,1793,9.75,800,0,0,1,1
10.3390/nano12183159,345,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,28.98,28.98,28.98,1,4,30.11,1600,9.9,784,0,0,1,1
10.3390/nano12183159,346,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,33.06,1520,9.629,720,0,0,1,1
10.3390/nano12183159,347,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,35.4,1440,10.2439,640,0,0,1,1
10.3390/nano12183159,348,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,37.8,1440,9.268,640,0,0,1,1
10.3390/nano12183159,349,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,59.78,1360,10.3448,480,0,0,1,1
10.3390/nano12183159,350,225,225,Co1,Co1O1,8,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,112.416,1191,17.78,473,0,0,1,1
10.3390/nano12183159,351,225,225,Co1,Co1O1,40,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,5,37.17,1448.97,,601.796,0,1.498,1,1
10.3390/nano12183159,352,225,225,Co1,Co1O1,40,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,50,33.385,1443.868,,433.7,0,0.68,1,1
10.3390/nano12183159,353,225,225,Co1,Co1O1,40,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,100,29.735,1153,8.9,683.824,0,1.9,1,1
10.3390/nano12183159,354,225,225,Co1,Co1O1,40,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,150,27.26,918.412,7.87,234.671,0,1.5,1,1
10.3390/nano12183159,355,225,225,Co1,Co1O1,40,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,200,24.128,663.335,5.726,91.665,0,0.749,1,1
10.3390/nano12183159,356,225,225,Co1,Co1O1,40,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,250,21.5,443.872,4.58,56,0,0.58,1,1
10.3390/nano12183159,357,225,225,Co1,Co1O1,29.8,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,,676.67,,60.146,0,1.637,1,0.02
10.3390/nano12183159,358,225,225,Co1,Co1O1,29.8,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,,721.784,,180.446,0,1.637,1,0.05
10.3390/nano12183159,359,225,225,Co1,Co1O1,11.24,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,,1030.184,,533.957,0,0,1,0.5
10.3390/nano12183159,360,225,225,Co1,Co1O1,46,Co-CoO,200,563,1661,Co,CoO,30.06,30.06,30.06,1,4,,1075.184,,578.9,0,1.8438,1,5
10.1063/9.0000340,361,55,0,Gd1Cr1Ti1O5,0,80,GdCrTiO5,,35,,GdCrTiO5,0,38,38,38,1,2,101.25,260.4,1.24,81.11,1,0.44,0,7
10.1063/9.0000340,362,55,0,Gd1Cr1Ti1O5,0,80,GdCrTiO5,,35,,GdCrTiO5,0,38,38,38,1,10,80,268.92,0.56,79.292,1,0.16,0,7
10.1063/9.0000340,363,55,0,Gd1Cr1Ti1O5,0,80,GdCrTiO5,,35,,GdCrTiO5,0,38,38,38,1,50,30,234.4,0.06,113.716,1,0.12,0,7
10.1063/9.0000583,364,225,141,Ni1O1,Co1Mn2O4,25,NiO-CoMn2O4,195,301.5,65,NiO,CoMn2O4,11.87,11.87,11.87,1,5,3.295,577.7,0.49,871.02,0,0.677,1,0.01
10.1063/9.0000583,365,225,141,Ni1O1,Co1Mn2O4,25,NiO-CoMn2O4,101,301.5,65,NiO,CoMn2O4,20.65,20.65,20.65,1,5,1.278,3467.27,0.59,1480.01,0,0.156,1,0.01
10.1063/9.0000583,366,225,141,Ni1O1,Co1Mn2O4,25,NiO-CoMn2O4,,301.5,65,NiO,CoMn2O4,25.24,25.24,25.24,1,5,2.26,229.74,0.3,159.24,0,0.115,1,0.01
10.1063/9.0000583,367,225,141,Ni1O1,Co1Mn2O4,25,NiO-CoMn2O4,198,301.5,65,NiO,CoMn2O4,26.22,26.22,26.22,1,5,1.72,2215.15,0.83,473.62,0,0.167,1,0.01
10.3390/ijms23158279,368,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,12.2,12.2,12.2,1,300,65.82,919.2,,50,1,0,1,0
10.3390/ijms23158279,369,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,10,10,10,1,300,66.72,821.583,,50,1,0,1,0
10.3390/ijms23158279,370,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,8.8,8.8,8.8,1,300,51.22,681.9,,50,1,0,1,0
10.3390/ijms23158279,371,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,11.1,11.1,11.1,1,300,54.42,620.483,,50,1,0,1,0
10.3390/ijms23158279,372,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,13.8,13.8,13.8,1,300,58.91,751.664,,50,1,0,1,0
10.3390/ijms23158279,373,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,11.7,11.7,11.7,1,300,45.92,771.36,,50,1,0,1,0
10.3390/ijms23158279,374,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,12.2,12.2,12.2,1,5,73.32,1026.1,16.77,0,1,0,1,1
10.3390/ijms23158279,375,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,10,10,10,1,5,74.62,907.19,19.35,0,1,0,1,1
10.3390/ijms23158279,376,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,8.8,8.8,8.8,1,5,57.92,730,13.548,0,1,0,1,1
10.3390/ijms23158279,377,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,11.1,11.1,11.1,1,5,59.92,743.639,13.548,0,1,0,1,1
10.3390/ijms23158279,378,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,13.8,13.8,13.8,1,5,65.42,873.49871,15.48,0,1,0,1,1
10.3390/ijms23158279,379,212,0,Fe2O3,0,80,Fe2O3,208,945,500,Fe2O3,0,11.7,11.7,11.7,1,5,51.62,702.13958,11.935,0,1,0,1,1
10.1007/s00339-017-1034-y,380,186,227,Ba1Fe12O19,Fe3O4,30,BaFe12O19-Fe3O4,,,,BaFe12O19,Fe3O4,17,17,17,2,300,41.21,1045,12,0,1,0,1,0
10.1007/s00339-017-1034-y,381,186,227,Ba1Fe12O19,Fe3O4,30,BaFe12O19-Fe3O4,,,,BaFe12O19,Fe3O4,13,13,13,2,300,28.28,232,3.2,0,1,0,1,0
10.1007/s00339-017-1034-y,382,186,227,Ba1Fe12O19,Fe3O4,30,BaFe12O19-Fe3O4,,,,BaFe12O19,Fe3O4,17,17,17,2,4,,1571,,204,0,0.34788,1,2
10.1007/s00339-017-1034-y,383,186,227,Ba1Fe12O19,Fe3O4,30,BaFe12O19-Fe3O4,,,,BaFe12O19,Fe3O4,13,13,13,2,4,0.2087,974,0.1027,254,0,0.0194,1,2
10.1038/s41598-020-75669-3,384,227,225,Fe3O4,Ni1O1,15,Fe3O4-NiO,289,796,858,Fe3O4,NiO,36.44,36.44,36.44,1,60,49.5,95.69,,329.43,0,0,1,1.3
10.1038/s41598-020-75669-3,385,225,227,Ni1O1,Fe3O4,15,NiO-Fe3O4,,525,860,NiO,Fe3O4,31.75,31.75,31.75,1,60,33.75,145.18,,145.18,1,0,1,1.2
10.1007/s10854-019-01536-1,386,227,225,Ni1Fe2O4,Co1O1,60,NiFe2O4-CoO,135,291,538,NiFe2O4,CoO,8,8,8,1,5,48,12180,38.148,135,0,0,1,5
10.1007/s10854-019-01536-1,387,227,225,Ni1Fe2O4,Co1O1,60,NiFe2O4-CoO,135,291,538,NiFe2O4,CoO,11,11,11,1,5,16.5,12110,12.592,161,0,0,1,5
10.1007/s10854-019-01536-1,388,227,225,Ni1Fe2O4,Co1O1,60,NiFe2O4-CoO,135,291,538,NiFe2O4,CoO,12,12,12,1,5,19,12040,14.81,143,0,0,1,5
10.1007/s10854-019-01536-1,389,227,225,Ni1Fe2O4,Co1O1,60,NiFe2O4-CoO,135,291,538,NiFe2O4,CoO,8,8,8,1,300,47,1150,13.7,0,1,0,1,0
10.1007/s10854-019-01536-1,390,227,225,Ni1Fe2O4,Co1O1,60,NiFe2O4-CoO,135,291,538,NiFe2O4,CoO,11,11,11,1,300,16.3,1160,6.7,0,1,0,1,0
10.1007/s10854-019-01536-1,391,227,225,Ni1Fe2O4,Co1O1,60,NiFe2O4-CoO,135,291,538,NiFe2O4,CoO,12,12,12,1,300,18.7,1160,7.037,0,1,0,1,0
10.1016/j.jmmm.2020.166599,392,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,504,,182,0,0,1,1
10.1016/j.jmmm.2020.166599,393,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,446,,126,0,0,1,1
10.1016/j.jmmm.2020.166599,394,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,318,,374,0,0,1,1
10.1016/j.jmmm.2020.166599,395,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,357,,685,0,0,1,1
10.1016/j.jmmm.2020.166599,396,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,504,,182,0,0,1,1
10.1016/j.jmmm.2020.166599,397,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,332,,94,0,0,1,1
10.1016/j.jmmm.2020.166599,398,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,218,,314,0,0,1,1
10.1016/j.jmmm.2020.166599,399,194,225,Co1,Co1O1,6,Co-CoO,,293,1388,Co,CoO,800,800,800,1,5,,354,,685,0,0,1,1
10.1088/1361-6463/ab87c7,400,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,2,6.2,9130.43,2.3944,1304.348,0,0,1,3.5
10.1088/1361-6463/ab87c7,401,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,2,6.2,8478.26,2.11,1195.65,1,0,1,3.5
10.1088/1361-6463/ab87c7,402,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,2,5.79,10000,2.2456,763,0,0,1,1
10.1088/1361-6463/ab87c7,403,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,8,5.75,9812.5,2.175,506,0,0,1,1
10.1088/1361-6463/ab87c7,404,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,10,5.75,9687.5,2.175,379,0,0,1,1
10.1088/1361-6463/ab87c7,405,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,15,6,8189.5,2.133,340.5,0,0,1,1
10.1088/1361-6463/ab87c7,406,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,20,5.979,7920.689,2.1,178.869,0,0,1,1
10.1088/1361-6463/ab87c7,407,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,25,6.2,7508.612,2,124.743,0,0,1,1
10.1088/1361-6463/ab87c7,408,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,30,5.9,7705.6475,1.967,179.2,0,0,1,1
10.1088/1361-6463/ab87c7,409,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,40,6.151,6289.9845,2.3,18,0,0,1,1
10.1088/1361-6463/ab87c7,410,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,60,7.6,3512.753,2.994,108.706,0,0,1,1
10.1088/1361-6463/ab87c7,411,227,0,Co1Cr2O4,0,80,CoCr2O4,75,96,93,CoCr2O4,0,30,30,30,4,80,8,1397.7685,3,35.3685,0,0,1,1
10.1007/s13204-021-01870-z,412,123,0,Fe1Ni1,0,30,FeNi,275,,823,FeNi,0,21,21,21,1,300,83,121,7.2,0,1,0,1,0
10.1007/s13204-021-01870-z,413,123,0,Fe1Ni1,0,30,FeNi,275,,823,FeNi,0,21,21,21,1,50,96,127,7.8,0,1,0,1,0
10.1007/s13204-021-01870-z,414,123,0,Fe1Ni1,0,30,FeNi,275,,823,FeNi,0,21,21,21,1,50,96,141,8.4,14,1,0,1,3
10.1016/j.jmmm.2022.169504,415,217,141,Mn1,Mn3O4,60,Mn-Mn3O4,,68.5,,Mn,Mn3O4,3.4,3.4,3.4,1,5,3.367,1484,0.123,1217,0,0.0923,1,5
10.1016/j.jmmm.2022.169504,416,217,141,Mn1,Mn3O4,50,Mn-Mn3O4,,68.5,,Mn,Mn3O4,6.3,6.3,6.3,1,5,3.585,305,0.173,4408,0,0.00456,1,5
10.1016/j.jmmm.2022.169504,417,217,141,Mn1,Mn3O4,60,Mn-Mn3O4,,68.5,,Mn,Mn3O4,5.24,5.24,5.24,1,5,2.159,1106,0.11,6350,0,0.2596,1,5
10.1007/s10948-021-05974-z,418,227,227,Fe1F2,Fe1,15,FeF2-Fe,180,78,1043,FeF2,Fe,47,47,47,1,20,61.6,97,8.125,0,1,0,1,1.5
10.1007/s10948-021-05974-z,419,227,227,Fe3O4,Co1Fe2O4,15,Fe3O4-CoFe2O4,180,,,Fe3O4,CoFe2O4,47,47,47,1,20,63.24,360,20,0,1,0,1,1.5
10.1007/s10948-021-05974-z,420,227,0,Fe3O4,0,15,Fe3O4,118,858,858,Fe3O4,0,9,9,9,1,47,55.2,15,3.918,0,1,0,1,1.5
10.1007/s10948-021-05974-z,421,227,0,Co1Fe2O4,0,15,CoFe2O4,398,890,793,CoFe2O4,0,16,16,16,1,161.8,72.84,1555,34.146,0,1,0,1,1.5
10.1007/s10854-023-11860-2,422,63,225,Fe3O4,Mn1O1,6,Fe3O4-MnO,64,118,858,Fe3O4,MnO,13,13,13,1,5,5.625,8649.5,1.5625,909,0,1.125,1,5
10.1007/s10854-023-11860-2,423,63,225,Fe3O4,Mn1O1,6,Fe3O4-MnO,64,118,858,Fe3O4,MnO,40,40,40,1,5,5.625,6995,1.5625,727,1,1.5,1,5
10.1007/s10854-023-11860-2,424,63,225,Fe3O4,Mn1O1,50,Fe3O4-MnO,64,118,858,Fe3O4,MnO,40,40,40,1,10,7,6944,1.458,2083,0,0.486,1,5
10.1007/s10854-023-11860-2,425,63,225,Fe3O4,Mn1O1,50,Fe3O4-MnO,64,118,858,Fe3O4,MnO,40,40,40,1,20,7,5555,0.77,5121.9692,0,0,1,5
