,Unnamed: 0,area/volume,volume,area,space_group_core,space_group_shell,h_range_max_koe,Tb,TN,Tc,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_a,core_b,core_c,core_alpha,core_beta,core_gamma,shell_a,shell_b,shell_c,shell_alpha,shell_beta,shell_gamma,total_ions,z_ions,core_total_ions,core_magnetic_ions,shell_total_ions,shell_magnetic_ions,num_of_magn_ions,Tn-Tb/Tn,Aex,core,shell,formula
668,668,0.75,268.0823467,201.06176,91,0,46,81,720,535,4,4,4,1,5,15.1,2585,15.6,925,0,0,1,0.05,1,1,,,,,,,0,0,0,0,0,0,140,60,140,60,0,0,0.4285714286,0.8875,0,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4
669,669,0.5,904.77792,452.38896,91,0,40,134,696.6,535,6,6,6,1,5,48.2,827,48.2,154,0,0,1,0.05,1,1,,,,,,,0,0,0,0,0,0,140,60,140,60,0,0,0.4285714286,0.8076370945,0,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4
670,670,0.1875,17157.27019,3216.98816,91,0,30,192,790.6,535,16,16,16,1,5,70.1,362,70.88,878.374,0,0,1,0.05,1,1,,,,,,,0,0,0,0,0,0,140,60,140,60,0,0,0.4285714286,0.757146471,0,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4
671,671,0.1034482759,102160.318,10568.30876,91,0,30,211,790.6,535,29,29,29,1,5,80.3,207,81.14,878.374,0,0,1,0.05,1,1,,,,,,,0,0,0,0,0,0,140,60,140,60,0,0,0.4285714286,0.7331140906,0,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4
672,672,0.5,904.77792,452.38896,91,0,40,134,473.8,535,6,6,6,1,300,11.9,11.4,11.7,0,1,0,1,0,1,1,,,,,,,0,0,0,0,0,0,140,60,140,60,0,0,0.4285714286,0.7171802448,0,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4
673,673,0.1875,17157.27019,3216.98816,91,0,40,172,473.8,535,16,16,16,1,300,27.4,60.1,27.2,0,1,0,1,0,1,1,,,,,,,0,0,0,0,0,0,140,60,140,60,0,0,0.4285714286,0.6369776277,0,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4
674,674,0.1034482759,102160.318,10568.30876,91,0,40,172,473.8,535,29,29,29,1,300,40.8,124,40.5,0,1,0,1,0,1,1,,,,,,,0,0,0,0,0,0,140,60,140,60,0,0,0.4285714286,0.6369776277,0,GdZn4Fe39(NiO5)16,0,Zn0.2Ni0.8Gd0.05Fe1.95O4
675,675,0.08571428571,179594.2283,15393.791,225,221,80,118,740,627,35,35,35,1,300,0.63,2717.175,0.027,0,1,0,1,0,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.8405405405,79.22314316,Ni,LaFeO3,Ni-LaFeO3
676,676,0.08571428571,179594.2283,15393.791,225,221,80,166,740,627,35,35,35,1,300,0.75,8330.63,0.097,0,1,0,1,0,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.7756756757,79.22314316,Ni,LaFeO3,Ni-LaFeO3
677,677,0.08571428571,179594.2283,15393.791,225,221,80,118,740,627,35,35,35,1,300,0.915,1589.43,0.037,0,1,0,1,0,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.8405405405,79.22314316,Ni,LaFeO3,Ni-LaFeO3
678,678,0.08571428571,179594.2283,15393.791,225,221,80,118,740,627,35,35,35,1,300,0.607,385.34,0.011,0,1,0,1,0,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.8405405405,79.22314316,Ni,LaFeO3,Ni-LaFeO3
679,679,0.1,113097.24,11309.724,225,221,80,60,740,627,30,30,30,1,5,0.648,874.27,0.01,1630.76,0,0.021,1,0.5,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.9189189189,79.22314316,Ni,LaFeO3,Ni-LaFeO3
680,680,0.1,113097.24,11309.724,225,221,80,92,740,627,30,30,30,1,5,0.86,3039.125,0.067,2438.581,0,0.057,1,0.5,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.8756756757,79.22314316,Ni,LaFeO3,Ni-LaFeO3
681,681,0.1,113097.24,11309.724,225,221,80,80,740,627,30,30,30,1,5,0.846,2726,0.0415,5647.75,0,0.0895,1,0.5,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.8918918919,79.22314316,Ni,LaFeO3,Ni-LaFeO3
682,682,0.1,113097.24,11309.724,225,221,80,60,740,627,30,30,30,1,5,0.846,326.075,0.01,1212.995,0,0.044,1,0.5,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.957177,3.957177,3.957177,90,90,90,6,3,1,1,5,2,0.5,0.9189189189,79.22314316,Ni,LaFeO3,Ni-LaFeO3
683,683,0.375,15552,5832,62,46,20,150,220,830,18,18,18,2,5,0.626,2660.77,0.0055,0,1,0.003,1,0.1,0.5166432673,1,,,,,,,0,0,0,0,0,0,10,1,10,1,0,0,0.1,0.3181818182,0,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3
684,684,0.375,15552,5832,62,46,20,150,220,830,18,18,18,2,50,0.368,2662.31,0.0065,648.446,0,0.0059,1,2,0.5166432673,1,,,,,,,0,0,0,0,0,0,10,1,10,1,0,0,0.1,0.3181818182,0,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3
685,685,0.375,15552,5832,62,46,20,150,220,830,18,18,18,2,100,0.335,2227.481,0.006,261.949,0,0.00338,1,2,0.5166432673,1,,,,,,,0,0,0,0,0,0,10,1,10,1,0,0,0.1,0.3181818182,0,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3
686,686,0.375,15552,5832,62,46,20,150,220,830,18,18,18,2,150,0.321,1590.775,0.007,97.394,0,0.0045,1,2,0.5166432673,1,,,,,,,0,0,0,0,0,0,10,1,10,1,0,0,0.1,0.3181818182,0,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3
687,687,0.375,15552,5832,62,46,20,150,220,830,18,18,18,2,175,0.268,1200.862,0.005,24.949,1,0.0006,1,2,0.5166432673,1,,,,,,,0,0,0,0,0,0,10,1,10,1,0,0,0.1,0.3181818182,0,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3
688,688,0.375,15552,5832,62,46,20,150,220,830,18,18,18,2,200,0.23,1136.268,0.004,30.557,0,0.0035,1,2,0.5166432673,1,,,,,,,0,0,0,0,0,0,10,1,10,1,0,0,0.1,0.3181818182,0,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3
689,689,0.375,15552,5832,62,46,20,150,220,830,18,18,18,2,250,0.193,524,0.001,176,1,0,1,2,0.5166432673,1,,,,,,,0,0,0,0,0,0,10,1,10,1,0,0,0.1,0.3181818182,0,ScFe(BiO3)2,0,BiFe0.5Sc0.5O3
690,690,0.5347593583,1412.467848,755.3304,227,0,10,118,858,838,11.22,11.22,11.22,3,5,72.42,252.105,17.76,32.99,0,0.96846,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
691,691,0.5347593583,1412.467848,755.3304,227,0,10,118,858,838,11.22,11.22,11.22,3,10,72.41,221.92,16.79,16.26,0,0.96846,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
692,692,0.5347593583,1412.467848,755.3304,227,0,10,118,858,838,11.22,11.22,11.22,3,50,72.06,133.38,10.02,23.38,0,0.96846,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
693,693,0.5347593583,1412.467848,755.3304,227,0,10,118,858,838,11.22,11.22,11.22,3,100,71.56,80.125,5.83,1.11,0,0.96846,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
694,694,0.5347593583,1412.467848,755.3304,227,0,10,118,858,838,11.22,11.22,11.22,3,150,70.52,37.24,3.26,3.6,0,0.9692916,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
695,695,0.5347593583,1412.467848,755.3304,227,0,10,118,858,838,11.22,11.22,11.22,3,200,68.77,23.6815,1.7,10.663,1,0,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
696,696,0.5347593583,1412.467848,755.3304,227,0,10,118,858,838,11.22,11.22,11.22,3,300,63.51,0.6,0.061,0.48,0,0,1,1,0.805995977,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
697,697,0.0375,2144658.773,80424.704,225,154,20,40,569.2,627,80,80,80,1,179.4,26.353,51.5,1.27,0.153,1,0,1,2,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,3.240551584,3.240551584,60,60,60,4,1,1,1,3,0,0.25,0.9297259311,290.2283687,Ni,SiO2,Ni-SiO2
698,698,0.0375,2144658.773,80424.704,225,154,20,65.2,577.6,627,80,80,80,1,7.4,0.17,62,0.0074,28.751,0,0,1,2,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,3.240551584,3.240551584,60,60,60,4,1,1,1,3,0,0.25,0.8871191136,290.2283687,Ni,SiO2,Ni-SiO2
699,699,0.0375,2144658.773,80424.704,225,154,20,65.2,577.6,627,80,80,80,1,7.4,0.31,66,0.014,21.156,0,0,1,2,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,3.240551584,3.240551584,60,60,60,4,1,1,1,3,0,0.25,0.8871191136,290.2283687,Ni,SiO2,Ni-SiO2
700,700,0.0375,2144658.773,80424.704,225,154,20,65.2,577.6,627,80,80,80,1,7.4,0.91,62.5,0.039,8.078,0,0,1,2,1,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,3.240551584,3.240551584,3.240551584,60,60,60,4,1,1,1,3,0,0.25,0.8871191136,290.2283687,Ni,SiO2,Ni-SiO2
701,701,0.3,8000,2400,225,225,40,350,796,720,20,20,20,3,5,4.326,252,0.624,131.724,0,0.035,1,0,0.805995977,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,2.924839357,2.924839357,3.442262,90,90,119.9999855,3,2,1,1,2,1,0.6666666667,0.5603015075,184.6255243,Ni,NiO,Ni-NiO
702,702,0.3,8000,2400,225,225,31,350,796,720,20,20,20,3,150,3.265,377,0.6935,258.139,0,0.1045,1,2,0.805995977,1,2.416394474,2.416394474,2.416394474,109.4712206,109.4712206,109.4712206,2.924839357,2.924839357,3.442262,90,90,119.9999855,3,2,1,1,2,1,0.6666666667,0.5603015075,184.6255243,Ni,NiO,Ni-NiO
703,703,0.3,4188.786667,1256.636,227,167,30,130,950,850,10,10,10,1,5,26.707,1099.138,11.11,312.574,0,4.814,1,0.005,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8631578947,67.30874813,Fe3O4,Fe2O3,Fe3O4-Fe2O3
704,704,0.3,4188.786667,1256.636,227,167,30,135,950,850,10,10,10,1,40,31.138,517.2415,5.75,327.4137,0,1,1,0.005,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8578947368,67.30874813,Fe3O4,Fe2O3,Fe3O4-Fe2O3
705,705,0.05190311419,808857.0175,41982.19814,227,167,30,145,950,850,57.8,57.8,57.8,1,5,33.757,988.9945,14.473,67.9945,0,5.112,1,0.005,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8473684211,67.30874813,Fe3O4,Fe2O3,Fe3O4-Fe2O3
706,706,0.05190311419,808857.0175,41982.19814,227,167,30,165,950,850,57.8,57.8,57.8,1,40,34.6,580.39,7.875,274.9405,0,3.1432,1,0.005,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.788512,3.788512,3.788512,90,90,90,12,5,7,3,5,2,0.4166666667,0.8263157895,67.30874813,Fe3O4,Fe2O3,Fe3O4-Fe2O3
707,707,0.2,27000,5400,62,206,4,150,90,45,30,30,30,3,20,37.426,3363.8,12.99,0,1,0,1,0,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
708,708,0.2,27000,5400,62,206,10,150,90,45,30,30,30,3,20,21.143,2318.5,9.743,45.87,0,0,1,0,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
709,709,0.2,27000,5400,62,206,30,150,90,45,30,30,30,3,20,10.89,818.148,4.1975,19.952,1,0,1,0,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
710,710,0.2,27000,5400,62,206,4,150,90,45,30,30,30,3,20,6.3092,1283.9813,2.25,236.4043,0,5.75,1,0.2,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
711,711,0.2,27000,5400,62,206,10,150,90,45,30,30,30,3,20,9,2211.13,5,1249.769,0,2.5,1,0.2,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
712,712,0.2,27000,5400,62,206,30,150,90,45,30,30,30,3,20,18.83,3557,7.165,288.374,0,1.165,1,0.2,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
713,713,0.2,27000,5400,62,206,4,150,90,45,30,30,30,3,20,6.328,838.2735,1.9105,79.5885,0,4.7755,1,0.05,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
714,714,0.2,27000,5400,62,206,4,150,90,45,30,30,30,3,20,5.791,878.3785,2.0595,256.1785,0,5.4625,1,0.1,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
715,715,0.2,27000,5400,62,206,4,150,90,45,30,30,30,3,20,5.432,891.9945,2.0895,269.9945,0,5.4895,1,0.2,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
716,716,0.2,27000,5400,62,206,4,150,90,45,30,30,30,3,20,5.432,892,2.18,270,0,5.58,1,0.3,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
717,717,0.2,27000,5400,62,206,8,150,90,45,30,30,30,3,10,9.26,2838.8,4.265,225.8,0,3.681,1,0.05,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
718,718,0.2,27000,5400,62,206,8,150,90,45,30,30,30,3,10,8.85,2935.565,4.2655,322.565,0,4.598,1,0.1,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
719,719,0.2,27000,5400,62,206,8,150,90,45,30,30,30,3,10,8.686,2935.385,4.307,322.385,0,4.598,1,0.2,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
720,720,0.2,27000,5400,62,206,8,150,90,45,30,30,30,3,10,8.563,2919.26,4.3285,306.26,0,4.8275,1,0.3,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
721,721,0.2,27000,5400,62,206,8,150,90,45,30,30,30,3,10,8.359,2919.3,4.349,532.063,0,5.058,1,0.5,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
722,722,0.2,27000,5400,62,206,20,150,90,45,30,30,30,3,30,9.531,1372.5,1.88,2614.3,0,4.778,1,0.3,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
723,723,0.2,27000,5400,62,206,20,150,90,45,30,30,30,3,30,10.5378,1372.5,3.2605,1372.5,0,3.2605,1,0.4,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
724,724,0.2,27000,5400,62,206,20,150,90,45,30,30,30,3,30,10.298,2190.471,4.963,556.519,0,1.412,1,0.8,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
725,725,0.2,27000,5400,62,206,20,150,90,45,30,30,30,3,30,11.312,2353.7985,5.217,589.1305,0,1.449,1,1,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
726,726,0.2,27000,5400,62,206,20,150,90,45,30,30,30,3,30,15.077,2550.85,5.399,328.675,0,0.979,1,2,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
727,727,0.2,27000,5400,62,206,20,150,90,45,30,30,30,3,40,13.72,900.1575,4.124,66.858,0,0.534,1,0.3,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
728,728,0.2,27000,5400,62,206,20,150,90,45,30,30,30,3,40,13.72,1008.733,4.3375,175.433,0,0.7465,1,2,0.805995977,1,3.895077,3.895077,3.895077,90,90,90,5.038508517,5.479768543,5.627227809,60.90147919,87.36407988,57.03680818,10,4,5,2,5,2,0.4,-0.6666666667,3.349205413,SmMnO3,Mn2O3,SmMnO3-Mn2O3
729,729,0.1546391753,30583.93995,4729.47525,227,0,35,188,84,498,19.4,19.4,19.4,1,5,44.2,886,8.694605336,117,0,0,1,0.02,1,1,,,,,,,0,0,0,0,0,0,260,57,260,57,0,0,0.2192307692,-1.238095238,0,Er3Fe7(NiO4)50,0,NiEr0.06Fe0.14O4
730,730,0.1546391753,30583.93995,4729.47525,227,0,35,162,84,498,19.4,19.4,19.4,1,5,43.8,1218,8.694605336,167,0,0,1,0.02,1,1,,,,,,,0,0,0,0,0,0,130,27,130,27,0,0,0.2076923077,-0.9285714286,0,Er3Fe2(NiO4)25,0,NiEr0.12Fe0.08O4
731,731,0.1546391753,30583.93995,4729.47525,227,0,35,135,84,498,19.4,19.4,19.4,1,5,41.2,1377,8.694605336,172,0,0,1,0.02,1,1,,,,,,,0,0,0,0,0,0,260,51,260,51,0,0,0.1961538462,-0.6071428571,0,Er9Fe(NiO4)50,0,NiEr0.18Fe0.02O4
732,732,0.07272727273,561515.625,40837.5,225,227,10,296,796,850,82.5,82.5,82.5,3,2,2.9,1832.68,1.675,1387.54,0,0.999,1,0.66,0.805995977,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.996281061,5.996281061,5.996281061,60,60,60,9,4,2,1,7,3,0.4444444444,0.6281407035,53.15794853,NiO,Fe2NiO4,NiO-NiFe2O4
733,733,0.07272727273,561515.625,40837.5,225,227,50,296,796,850,82.5,82.5,82.5,3,2,8.3,1294.872,1.667,13.028,1,0.137,1,0.01,0.805995977,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.996281061,5.996281061,5.996281061,60,60,60,9,4,2,1,7,3,0.4444444444,0.6281407035,53.15794853,NiO,Fe2NiO4,NiO-NiFe2O4
734,734,0.07272727273,561515.625,40837.5,225,227,50,296,796,850,82.5,82.5,82.5,3,2,8.3,1461.595,1.8625,794.928,0,0.3325,1,0.1,0.805995977,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.996281061,5.996281061,5.996281061,60,60,60,9,4,2,1,7,3,0.4444444444,0.6281407035,53.15794853,NiO,Fe2NiO4,NiO-NiFe2O4
735,735,0.07272727273,561515.625,40837.5,225,227,29,296,796,850,82.5,82.5,82.5,3,300,28.564,2059.818,0.46,0,1,0,1,0,0.805995977,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.996281061,5.996281061,5.996281061,60,60,60,9,4,2,1,7,3,0.4444444444,0.6281407035,53.15794853,NiO,Fe2NiO4,NiO-NiFe2O4
736,736,0.07272727273,561515.625,40837.5,225,227,29,296,796,850,82.5,82.5,82.5,3,100,13.6582,663.422,1.5055,81.257,0,0,1,0.1,0.805995977,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.996281061,5.996281061,5.996281061,60,60,60,9,4,2,1,7,3,0.4444444444,0.6281407035,53.15794853,NiO,Fe2NiO4,NiO-NiFe2O4
737,737,0.07272727273,561515.625,40837.5,225,227,27,296,796,850,82.5,82.5,82.5,3,50,13.6582,1088.3345,2.1605,306.0945,0,0,1,0.1,0.805995977,1,2.924839357,2.924839357,3.442262,90,90,119.9999855,5.996281061,5.996281061,5.996281061,60,60,60,9,4,2,1,7,3,0.4444444444,0.6281407035,53.15794853,NiO,Fe2NiO4,NiO-NiFe2O4
738,738,0.3333333333,3053.62548,1017.87516,55,0,50,35,643,1103,9,9,9,1,5,9.656,657.542,3.1,316.989,0,0.748,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
739,739,0.3,4188.786667,1256.636,55,0,50,35,643,1103,10,10,10,1,5,7.487,523.2,1.879,84.611,0,0.345,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
740,740,0.1764705882,20579.50889,3631.67804,55,0,50,35,643,1103,17,17,17,1,5,4.37,381.864,1.0775,70.769,0,0.1985,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
741,741,0.3,4188.786667,1256.636,55,0,50,35,643,1103,10,10,10,1,2,10.07,794.665,3.39,155.665,0,0.596,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
742,742,0.3,4188.786667,1256.636,55,0,50,35,643,1103,10,10,10,1,5,9.754,688.265,3.15,114.745,0,0.35,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
743,743,0.3,4188.786667,1256.636,55,0,50,35,643,1103,10,10,10,1,10,9.438,589.847,2.417,106.431,0,0,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
744,744,0.3,4188.786667,1256.636,55,0,50,35,643,1103,10,10,10,1,17,9.158,499.745,2.375,16.745,0,0,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
745,745,0.3,4188.786667,1256.636,55,0,50,35,643,1103,10,10,10,1,27,8.912,372.75,1.885,44.65,0,0.273,1,0.1,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
