,Unnamed: 0,area/volume,volume,area,space_group_core,space_group_shell,h_range_max_koe,Tb,TN,Tc,x,y,z,shape,temperature_k,sat_em_g,coer_oe,mr (emu/g),exc_bias_oe,exc_dir,ver_shift_emu_g,ver_s_dir,fc_field_t,sphericity,max/min,core_a,core_b,core_c,core_alpha,core_beta,core_gamma,shell_a,shell_b,shell_c,shell_alpha,shell_beta,shell_gamma,total_ions,z_ions,core_total_ions,core_magnetic_ions,shell_total_ions,shell_magnetic_ions,num_of_magn_ions,Tn-Tb/Tn,Aex,core,shell,formula
74,74,0.1578947368,28730.88775,4536.45596,161,55,50,60,590,837.4,19,19,19,1,2,19.42686,900,0.0365,1500,0,0.058,1,5,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,6.100145,8.071366,8.657044,90,90,90,20,5,5,1,15,4,0.25,0.8983050847,41.18262763,FeBiO3,Fe4Bi2O9,BiFeO3/Bi2Fe4O9
75,75,0.2307692308,9202.764307,2123.71484,161,55,50,60,590,712.6,13,13,13,1,2,3.0868,750,0.049,1650,1,0.061,1,5,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,6.100145,8.071366,8.657044,90,90,90,20,5,5,1,15,4,0.25,0.8983050847,35.0450686,FeBiO3,Fe4Bi2O9,BiFeO3/Bi2Fe4O9
76,76,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,2,52,449.38,17.6,9.41,1,0,1,0,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
77,77,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,2,51.385,477.614,22.13,84.7,0,3.77,1,1,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
78,78,0.2325581395,8992.022261,2091.167968,136,213,60,187.5,948,577,12.9,12.9,12.9,1,2,52.18,471.34,21.98,71.36,0,3.3,1,2,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.8022151899,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
79,79,0.2325581395,8992.022261,2091.167968,136,213,60,202,948,577,12.9,12.9,12.9,1,2,48.75,453.4,21.963,64.764,0,2.8,1,4,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7869198312,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
80,80,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,10,50.3,415,17.09,5,1,0,1,0,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
81,81,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,10,50.275,429,19.818,49.725,0,2.546,1,1,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
82,82,0.2325581395,8992.022261,2091.167968,136,213,60,187.5,948,577,12.9,12.9,12.9,1,10,48.91,421.24,19.4,41.96,0,2.4,1,3,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.8022151899,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
83,83,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,100,51,55.122,3.195,2.42,1,0,1,0,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
84,84,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,100,48.85,53.78,3.345,2.42,1,0.1,0,1,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
85,85,0.2325581395,8992.022261,2091.167968,136,213,60,187.5,948,577,12.9,12.9,12.9,1,100,50.6,53,3.375,2.42,1,0.66,0,2,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.8022151899,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
86,86,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,300,52.5,20.115,1.442,1.355,1,0,1,0,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
87,87,0.2325581395,8992.022261,2091.167968,136,213,40,217.5,948,577,12.9,12.9,12.9,1,300,46.11,19.88,1.438,0.6585,0,0.139,0,1,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.7705696203,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
88,88,0.2325581395,8992.022261,2091.167968,136,213,60,187.5,948,577,12.9,12.9,12.9,1,300,45.78,20.814,1.5775,0.659,0,0.0695,0,2,1,1,5.168554879,5.168554879,5.16855498,33.70824839,33.70824839,33.708246,3.788512,3.788512,3.788512,90,90,90,8,3,3,1,5,2,0.375,0.8022151899,76.15126994,TiO2,Fe2O3,TiO2/Fe2O3
89,89,0.2,14137.155,2827.431,227,0,20,118,858,858,15,15,15,1,5,57,624.1,33.04,15,0,3.8,1,3,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
90,90,0.1785714286,19861.6849,3546.729446,227,0,20,200,771.2,793,16.8,16.8,16.8,1,5,55,8336,43.5,52,0,2.15,1,3,1,1,,,,,,,0,0,0,0,0,0,35,15,35,15,0,0,0.4285714286,0.7406639004,0,Fe13(CoO10)2,0,Co0.4Fe2.6O4
91,91,0.1612903226,26954.23901,4347.457906,227,0,20,200,784.4,793,18.6,18.6,18.6,1,5,51,10760,36.47,70,0,0,1,3,1,1,,,,,,,0,0,0,0,0,0,70,30,70,30,0,0,0.4285714286,0.7450280469,0,Fe23Co7O40,0,Co0.7Fe2.3O4
92,92,0.15,33510.29333,5026.544,227,0,20,398,890,789,20,20,20,1,5,45,14563,32.22,20,0,2.48,1,3,1,1,5.932913866,5.932913866,5.932913866,120.4947892,120.20238,89.39747524,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.5528089888,0,Fe2CoO4,0,CoFe2O4
93,93,0.1666666667,24429.00384,4071.50064,161,0,50,35,643,683,18,18,18,1,10,1.259,1219.58,0.0485,1219.58,0,0.0485,1,6.5,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
94,94,0.1666666667,24429.00384,4071.50064,161,0,50,35,643,683,18,18,18,1,130,0.8455,429.82,0.0105,1182,0,0.031,1,6.5,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
95,95,0.1666666667,24429.00384,4071.50064,161,0,50,35,643,683,18,18,18,1,300,0.646,1500,0.025,342.15,1,0.006,1,6.5,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
96,96,0.1666666667,24429.00384,4071.50064,161,0,50,35,643,683,18,18,18,1,10,1.24,1361.93,0.057,0,1,0,1,0,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
97,97,0.1666666667,24429.00384,4071.50064,161,0,50,35,643,683,18,18,18,1,130,0.84,901.82,0.025,0,1,0,1,0,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
98,98,0.1666666667,24429.00384,4071.50064,161,0,50,35,643,683,18,18,18,1,300,0.672,2309.79,0.039,0,1,0,1,0,1,1,8.464880463,5.388093916,5.321518785,122.2098958,142.6878026,47.91917824,0,0,0,0,0,0,5,1,5,1,0,0,0.2,0.9455676516,0,FeBiO3,0,BiFeO3
99,99,0.1333333333,91125,12150,229,0,30,300,744.4,800,45,45,45,3,10,63,3999.6,34.3,0.1,0,0,1,1.4,0.805995977,1,,,,,,,0,0,0,0,0,0,10,10,10,10,0,0,1,0.5969908651,0,Fe7Co3,0,Fe0.7Co0.3
100,100,0.125,110592,13824,229,0,30,300,644,800,48,48,48,3,150,59.95,1299.65,28,399.95,1,0,1,1.4,0.805995977,1,,,,,,,0,0,0,0,0,0,10,10,10,10,0,0,1,0.5341614907,0,Fe7Co3,0,Fe0.7Co0.3
101,101,0.1176470588,132651,15606,229,0,30,300,763.8,800,51,51,51,3,300,55.4,849.7,22.25,49.9,1,0,1,1.2,0.805995977,1,,,,,,,0,0,0,0,0,0,10,10,10,10,0,0,1,0.6072270228,0,Fe7Co3,0,Fe0.7Co0.3
102,102,0.1333333333,91125,12150,229,0,30,300,787.4,800,45,45,45,3,10,97.3,2899.7,39.33,0,1,0.656,1,2,0.805995977,1,2.843446,2.843446,2.843446,90,90,90,0,0,0,0,0,0,2,2,2,2,0,0,1,0.618999238,0,FeCo,0,Fe0.5Co0.5
103,103,0.125,110592,13824,229,0,30,300,763.8,800,48,48,48,3,150,97.45,1499,32,0,1,1.744,1,2.2,0.805995977,1,2.843446,2.843446,2.843446,90,90,90,0,0,0,0,0,0,2,2,2,2,0,0,1,0.6072270228,0,FeCo,0,Fe0.5Co0.5
104,104,0.1176470588,132651,15606,229,0,30,300,782.2,800,51,51,51,3,300,90.95,799.65,21,0.05,1,0.43,1,2,0.805995977,1,2.843446,2.843446,2.843446,90,90,90,0,0,0,0,0,0,2,2,2,2,0,0,1,0.6164663769,0,FeCo,0,Fe0.5Co0.5
105,105,0.1333333333,91125,12150,229,0,30,300,780.6,800,45,45,45,3,10,18.3,3999.65,21.6,0.05,1,0,1,1.4,0.805995977,1,,,,,,,0,0,0,0,0,0,10,10,10,10,0,0,1,0.615680246,0,Fe3Co7,0,Fe0.3Co0.7
106,106,0.125,110592,13824,229,0,30,300,644,800,48,48,48,3,150,13,2299.75,18,99.95,1,0,1,1.4,0.805995977,1,,,,,,,0,0,0,0,0,0,10,10,10,10,0,0,1,0.5341614907,0,Fe3Co7,0,Fe0.3Co0.7
107,107,0.1176470588,132651,15606,229,0,30,300,838.2,800,51,51,51,3,300,10.85,1099.75,11.7,0.05,0,0,1,1.2,0.805995977,1,,,,,,,0,0,0,0,0,0,10,10,10,10,0,0,1,0.6420901933,0,Fe3Co7,0,Fe0.3Co0.7
108,108,0.3,8000,2400,225,227,60,390,198,860,20,20,20,3,5,24.75,1804.3,7.735,1804,0,7.735,1,7,0.805995977,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.9696969697,105.4330552,FeO,Fe3O4,FeO-Fe3O4
109,109,0.1875,17157.27019,3216.98816,225,227,60,330,198,860,16,16,16,1,5,25.45,1620.97,10.5,781.28,0,3.74,1,7,1,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.6666666667,105.4330552,FeO,Fe3O4,FeO-Fe3O4
110,110,0.24,15625,3750,225,227,60,266,200,860,25,25,25,7,5,19.21,2044.82,7.1,1022,0,3.717,1,7,0.805995977,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.33,105.4330552,FeO,Fe3O4,FeO-Fe3O4
111,111,0.4821428571,7317.333333,3528,225,227,50,266,200,860,14,14,14,2,20,20,681.83,10,471,0,0,1,0.1,0.5166432673,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.33,105.4330552,FeO,Fe3O4,FeO-Fe3O4
112,112,0.1875,32768,6144,225,227,20,266,200,860,32,32,32,3,2,54.36,2762,6.795,2762,0,3.125,1,1,0.805995977,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.33,105.4330552,FeO,Fe3O4,FeO-Fe3O4
113,113,0.1714285714,42875,7350,225,227,20,266,200,860,35,35,35,3,2,31.729,2396.15,9.495,2250,0,2,1,1,0.805995977,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.33,105.4330552,FeO,Fe3O4,FeO-Fe3O4
114,114,0.4199125273,5052.867207,2121.762239,225,227,20,266,200,860,35,35,35,5,2,44.14,959.2,13.638,583,0,7.934,1,1,0.6711392913,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.33,105.4330552,FeO,Fe3O4,FeO-Fe3O4
115,115,0.2173913043,11008.43295,2393.137598,229,62,10,115,856,860,13.8,13.8,13.8,1,5,31,1897,28.9,1190,0,0,1,1,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.058813,5.142692,5.225572969,74.87633512,90,90,8,4,1,1,7,3,0.5,0.8656542056,105.4330552,Fe,Fe3O4,Fe/Fe3O4
116,116,0.1875,17157.27019,3216.98816,62,0,10,118,858,858,16,16,16,1,5,84,862,76.8,133,0,0.4476,1,1,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.8624708625,0,Fe3O4,0,Fe3O4
117,117,0.2,14137.155,2827.431,229,212,60,110,948,985,15,15,15,1,30,15.1225,1361.79,38.8493,20,0,0.3699,1,5,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
118,118,0.3,4188.786667,1256.636,229,212,60,110,948,985,10,10,10,1,15,15.2465,2544.74,37.8808,1071.526,0,0.514774,1,5,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
119,119,0.375,2144.658773,804.24704,229,212,60,110,948,985,8,8,8,1,10,15.2465,2545,9.714,2188,0,0.626774,1,5,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
120,120,0.2,14137.155,2827.431,229,212,60,110,948,985,15,15,15,1,5,54.6886,6193.5077,49.286,1600,0,0,1,1,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
121,121,0.3,4188.786667,1256.636,229,212,60,110,948,985,10,10,10,1,5,26.6989,5946.6225,10.0162,3500,0,0.000912,1,1,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
122,122,0.375,15552,5832,225,227,50,386,335,860,18,18,18,2,300,38.9,1538.46,16.23,1000,0,0,1,0,0.5166432673,1,5.512634482,5.512634482,5.512634482,96.20340084,96.20340084,141.6175122,3.058813,5.142692,5.225572969,74.87633512,90,90,9,4,2,1,7,3,0.4444444444,-0.152238806,105.4330552,FeO,Fe3O4,FeO-Fe3O4
123,123,0.2654867257,6043.987715,1604.598508,229,212,10,110,948,985,11.3,11.3,11.3,1,5,0.989,10873.37,0.9845,22459,0,2.046,1,7,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
124,124,0.2654867257,6043.987715,1604.598508,229,212,10,110,948,985,11.3,11.3,11.3,1,5,5.227,14972.9325,1.3525,18003,0,1.957,1,9,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
125,125,0.1675977654,24024.11153,4026.387408,229,212,20,110,948,985,17.9,17.9,17.9,1,5,40.2714,1746.2416,10.8132,140,0,0.926,1,2,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
126,126,0.1287553648,52985.37417,6822.15118,229,212,20,110,948,985,23.3,23.3,23.3,1,5,20.862,1359.636,7.2,964.9,0,4.79,1,1.36,1,1,2.459206015,2.459351531,2.459570029,109.469122,109.4670629,109.4595825,3.788512,3.788512,3.788512,90,90,90,6,3,1,1,5,2,0.5,0.8839662447,129.9982684,Fe,Fe2O3,Fe/Fe2O3
127,127,0.2544097693,6868.322103,1747.368242,62,0,15,236,861,262,11.792,11.792,11.792,1,15,7.538,933.92,0.78,932,0,0.01,0,0.1,1,1,5.5522,5.5522,13.271,90,90,120,5.5522,5.5522,13.271,90,90,120,10,4,10,4,0,0,0.4,0.7259001161,17.6956882,La2MnFeO6,LaMn0.5Fe0.5O3,La2FeMnO6
128,128,0.2544097693,6868.322103,1747.368242,62,0,15,236,861,262,11.792,11.792,11.792,1,50,5.942,206,0.5365,865.6,0,0.0315,0,0.1,1,1,5.5522,5.5522,13.271,90,90,120,5.5522,5.5522,13.271,90,90,120,10,4,10,4,0,0,0.4,0.7259001161,17.6956882,La2MnFeO6,LaMn0.5Fe0.5O4,La2FeMnO6
129,129,0.1810063956,19070.8586,3451.947375,62,0,15,236,728.6,262,16.574,16.574,16.574,1,100,20.87,176.327,0.222,122.374,0,0.02,0,0.1,1,1,5.5522,5.5522,13.271,90,90,120,5.5522,5.5522,13.271,90,90,120,10,4,10,4,0,0,0.4,0.6760911337,17.6956882,La2MnFeO6,LaMn0.5Fe0.5O5,La2FeMnO6
130,130,0.1146175594,75110.13399,8608.940244,62,0,15,236,485,262,26.174,26.174,26.174,1,250,1.0253,919.3,0.0908734,510.4,0,0.000875,1,0.1,1,1,5.5522,5.5522,13.271,90,90,120,5.5522,5.5522,13.271,90,90,120,10,4,10,4,0,0,0.4,0.5134020619,17.6956882,La2MnFeO6,LaMn0.5Fe0.5O6,La2FeMnO6
131,131,0.075,268082.3467,20106.176,1,227,10,50,40,858,40,40,40,1,5,40.434,107,31.81,13,0,0.002,0,2,1,1,5.537194159,5.537194159,5.537194159,111.2279648,113.6974374,103.6513787,3.058813,5.142692,5.225572969,74.87633512,90,90,13,5,6,2,7,3,0.3846153846,-0.25,84.15028967,VFeO4,Fe3O4,FeVO4-Fe3O4
132,132,0.075,268082.3467,20106.176,1,227,10,50,40,858,40,40,40,1,5,40.434,450,31.81,78,0,0.00626,0,2,1,1,5.537194159,5.537194159,5.537194159,111.2279648,113.6974374,103.6513787,3.058813,5.142692,5.225572969,74.87633512,90,90,13,5,6,2,7,3,0.3846153846,-0.25,84.15028967,VFeO4,Fe3O4,FeVO4-Fe3O4
133,133,0.06818181818,356817.6034,24328.47296,221,0,20,30,740,730,44,44,44,1,300,0.0025,5250,0.00091,650,0,0,1,0,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
134,134,0.0612244898,492806.5625,30171.83036,221,0,20,30,740,730,49,49,49,1,300,0.0035,4750,0.000363,254,0,0,1,0,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
135,135,0.046875,1098065.292,51471.81056,221,0,20,30,740,730,64,64,64,1,300,0.0035,1750,0.000227,250,0,0,1,0,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
136,136,0.06818181818,356817.6034,24328.47296,221,0,20,30,740,730,44,44,44,1,10,69.37826,1000,15.76778,2275,0,35,1,8,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
137,137,0.0612244898,492806.5625,30171.83036,221,0,20,30,740,730,49,49,49,1,10,55.04176,1125,15.76778,2120,0,35,1,8,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
138,138,0.046875,1098065.292,51471.81056,221,0,20,30,740,730,64,64,64,1,10,31.5969,750,11.9886,800,0,0,1,8,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
139,139,0.07923930269,227316.0346,18012.36407,62,0,10,30,740,730,37.86,37.86,37.86,1,300,0.0045,5275.5,0.0037,511.81,0,0,1,0,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
140,140,0.06976744186,333037.8615,23235.19964,62,0,10,30,740,730,43,43,43,1,10,0.0047,1063.17,0.00225,1972,0,0.000145,1,0.8,1,1,3.957177,3.957177,3.957177,90,90,90,0,0,0,0,0,0,5,2,5,2,0,0,0.4,0.9594594595,0,LaFeO3,0,LaFeO3
141,141,0.2521008403,7058.77155,1779.52224,225,227,60,59,609.3,858,11.9,11.9,11.9,1,2,26.832,3257.5,10.0936,1814.6,0,0.626774,1,5,1,1,2.949546031,2.949546031,2.949546031,60,60,60,3.058813,5.142692,5.225572969,74.87633512,90,90,8,3,1,0,7,3,0.375,0.9031675693,140.2504828,Au,Fe3O4,Au-Fe3O4
142,142,0.2521008403,7058.77155,1779.52224,225,227,60,59,627.7,858,11.9,11.9,11.9,1,2,12.5965,1889.91,19.82866,1350,0,0.463974,1,5,1,1,2.949546031,2.949546031,2.949546031,60,60,60,3.058813,5.142692,5.225572969,74.87633512,90,90,8,3,1,0,7,3,0.375,0.9060060538,140.2504828,Au,Fe3O4,Au-Fe3O4
143,143,0.2857142857,4849.044165,1385.44119,225,227,60,59,634,858,10.5,10.5,10.5,1,100,26.9472,502.31,41.0239,502,0,0.77266,1,5,1,1,2.949546031,2.949546031,2.949546031,60,60,60,3.058813,5.142692,5.225572969,74.87633512,90,90,8,3,1,0,7,3,0.375,0.9069400631,140.2504828,Au,Fe3O4,Au-Fe3O4
144,144,0.306122449,3942.4525,1206.873214,227,0,60,30,858,858,9.8,9.8,9.8,1,200,35.47086,181,0.014788,181,0,1.3638,1,5,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,0,0,0,0,0,0,7,3,7,3,0,0,0.4285714286,0.965034965,0,Fe3O4,0,Fe3O4
145,145,0.25,7238.22336,1809.55584,227,0,30,29.44,192.6,250,12,12,12,1,150,2.6,6000,0.8,79,0,0.006,1,6,1,1,,,,,,,0,0,0,0,0,0,50,11,50,11,0,0,0.22,0.8471443406,0,GdTiFe9(Bi3O10)3,0,Bi0.9Gd0.1Fe0.9Ti0.1O3
146,146,0.03370786517,2952964.748,99538.13756,62,0,70,30,512,730,89,89,89,1,2,29.4,6088.8,1,149.24,0,0,1,0.2,1,1,,,,,,,0,0,0,0,0,0,250,89,250,89,0,0,0.356,0.94140625,0,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3
147,147,0.03370786517,2952964.748,99538.13756,62,0,70,30,740,730,89,89,89,1,8,21.626,8899.6785,1.7,30.67,0,0,1,5,1,1,,,,,,,0,0,0,0,0,0,250,89,250,89,0,0,0.356,0.9594594595,0,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3
148,148,0.03333333333,3053625.48,101787.516,62,0,70,30,740,730,90,90,90,1,10,20.4,6342.6,2.536,402.9,0,0,1,5,1,1,,,,,,,0,0,0,0,0,0,250,89,250,89,0,0,0.356,0.9594594595,0,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3
149,149,0.03370786517,2952964.748,99538.13756,62,0,70,30,740,730,89,89,89,1,50,13.44,2142.85,3.33,1877.782,0,0,1,5,1,1,,,,,,,0,0,0,0,0,0,250,89,250,89,0,0,0.356,0.9594594595,0,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3
150,150,0.03370786517,2952964.748,99538.13756,62,0,70,30,740,730,89,89,89,1,75,10.1,2144.5,3.768,1877.782,0,0,1,5,1,1,,,,,,,0,0,0,0,0,0,250,89,250,89,0,0,0.356,0.9594594595,0,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3
151,151,0.03370786517,2952964.748,99538.13756,62,0,70,30,740,730,89,89,89,1,100,8.6,1458.4,3.768,1711.4,0,0,1,5,1,1,,,,,,,0,0,0,0,0,0,250,89,250,89,0,0,0.356,0.9594594595,0,Sr11Nd39(CoO3)50,0,Nd0.78Sr0.22CoO3
152,152,0.4451038576,1282.53118,570.8595755,227,225,45,262,564,858,6.74,6.74,6.74,1,5,53.56,20800,38.99,2800,0,0.0062,1,10,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.5354609929,106.3960076,Fe3O4,CoO,Fe3O4/CoO
153,153,0.4451038576,1282.53118,570.8595755,227,225,45,262,564,858,6.74,6.74,6.74,1,5,52.1,17600,38.99,2600,0,0.0062,1,10,1,1,3.058813,5.142692,5.225572969,74.87633512,90,90,3.024079635,3.011828164,5.316193387,107.2949512,89.50258333,120.0378437,9,4,7,3,2,1,0.4444444444,0.5354609929,106.3960076,Fe3O4,CoO,Fe3O4/CoO
